ac_gene_id	length_ac
ENSACAG00000023856	198
ENSACAG00000023857	462
ENSACAG00000023858	1291
ENSACAG00000023859	639
ENSACAG00000023862	561
ENSACAG00000023867	1386
ENSACAG00000023868	97
ENSACAG00000023869	2942
ENSACAG00000023870	2550
ENSACAG00000023872	6317
ENSACAG00000023873	4613
ENSACAG00000023877	1288
ENSACAG00000023883	327
ENSACAG00000023884	1332
ENSACAG00000023888	747
ENSACAG00000023889	118
ENSACAG00000023890	4392
ENSACAG00000023891	2194
ENSACAG00000023892	324
ENSACAG00000023895	588
ENSACAG00000023898	2049
ENSACAG00000023901	1427
ENSACAG00000023903	93
ENSACAG00000023904	858
ENSACAG00000023905	963
ENSACAG00000023906	118
ENSACAG00000023907	474
ENSACAG00000023911	441
ENSACAG00000023912	1617
ENSACAG00000023913	810
ENSACAG00000023914	408
ENSACAG00000023921	357
ENSACAG00000023924	4746
ENSACAG00000023925	1329
ENSACAG00000023926	2834
ENSACAG00000023927	2392
ENSACAG00000023930	135
ENSACAG00000023931	447
ENSACAG00000023932	1194
ENSACAG00000023934	118
ENSACAG00000023938	564
ENSACAG00000023939	351
ENSACAG00000023940	1179
ENSACAG00000023941	1386
ENSACAG00000023944	186
ENSACAG00000023950	3140.5
ENSACAG00000023951	609
ENSACAG00000023953	591
ENSACAG00000023955	912
ENSACAG00000023957	175
ENSACAG00000023959	252
ENSACAG00000023960	118
ENSACAG00000023962	5532
ENSACAG00000023967	96
ENSACAG00000023969	840
ENSACAG00000023970	580
ENSACAG00000023971	189
ENSACAG00000023972	2149
ENSACAG00000023975	537
ENSACAG00000023976	843
ENSACAG00000023978	1233
ENSACAG00000023980	456
ENSACAG00000023981	2550
ENSACAG00000023984	1572
ENSACAG00000023986	1347
ENSACAG00000023988	597
ENSACAG00000023993	813
ENSACAG00000023996	6124
ENSACAG00000024002	1648
ENSACAG00000024003	396
ENSACAG00000024006	2499
ENSACAG00000024007	2026
ENSACAG00000024008	351
ENSACAG00000024009	846
ENSACAG00000024010	336
ENSACAG00000024011	2427
ENSACAG00000024012	2230
ENSACAG00000024014	1128
ENSACAG00000024018	333
ENSACAG00000024019	5691
ENSACAG00000024020	783
ENSACAG00000024021	168
ENSACAG00000024024	1981
ENSACAG00000024029	993
ENSACAG00000024031	164
ENSACAG00000024034	495
ENSACAG00000024038	230
ENSACAG00000024039	2961
ENSACAG00000024042	96
ENSACAG00000024049	405
ENSACAG00000024053	1095
ENSACAG00000024054	903
ENSACAG00000024055	118
ENSACAG00000024056	579
ENSACAG00000024058	8590
ENSACAG00000024061	1445
ENSACAG00000024062	1467
ENSACAG00000024063	780
ENSACAG00000024064	68
ENSACAG00000024069	285
ENSACAG00000024072	129
ENSACAG00000024073	87
ENSACAG00000024075	201
ENSACAG00000024076	1200
ENSACAG00000024077	177
ENSACAG00000024078	570
ENSACAG00000024079	270
ENSACAG00000024081	576
ENSACAG00000024082	474
ENSACAG00000024083	3810
ENSACAG00000024084	519
ENSACAG00000024086	1266
ENSACAG00000024088	117
ENSACAG00000024089	1847
ENSACAG00000024093	1011
ENSACAG00000024094	2424
ENSACAG00000024096	1503
ENSACAG00000024098	2337
ENSACAG00000024100	2718
ENSACAG00000024102	306
ENSACAG00000024104	792
ENSACAG00000024105	765
ENSACAG00000024109	195
ENSACAG00000024110	726
ENSACAG00000024111	786
ENSACAG00000024113	1371
ENSACAG00000024115	2579
ENSACAG00000024118	324
ENSACAG00000024120	195
ENSACAG00000024122	312
ENSACAG00000024126	768
ENSACAG00000024129	118
ENSACAG00000024130	1345
ENSACAG00000024131	119
ENSACAG00000024132	2961
ENSACAG00000024133	4529
ENSACAG00000024134	1650
ENSACAG00000024136	3027
ENSACAG00000024137	1155
ENSACAG00000024140	633
ENSACAG00000024142	130
ENSACAG00000024147	2985
ENSACAG00000024148	849
ENSACAG00000024149	2418
ENSACAG00000024151	1998
ENSACAG00000024153	1479
ENSACAG00000024154	909
ENSACAG00000024155	957
ENSACAG00000024163	2412
ENSACAG00000024164	1591
ENSACAG00000024165	118
ENSACAG00000024167	1800
ENSACAG00000024168	1518
ENSACAG00000024171	119
ENSACAG00000024176	2034
ENSACAG00000024177	75
ENSACAG00000024181	228
ENSACAG00000024183	831
ENSACAG00000024185	2031
ENSACAG00000024186	240
ENSACAG00000024187	118
ENSACAG00000024191	120
ENSACAG00000024192	1950
ENSACAG00000024196	372
ENSACAG00000024197	828
ENSACAG00000024198	1404
ENSACAG00000024204	2295
ENSACAG00000024206	108
ENSACAG00000024209	948
ENSACAG00000024210	678
ENSACAG00000024211	840
ENSACAG00000024212	119
ENSACAG00000024213	681
ENSACAG00000024218	420
ENSACAG00000024219	429
ENSACAG00000024220	1020
ENSACAG00000024221	118
ENSACAG00000024222	648
ENSACAG00000024226	88
ENSACAG00000024227	1125
ENSACAG00000024228	198
ENSACAG00000024229	1641
ENSACAG00000024230	4709
ENSACAG00000024231	1753
ENSACAG00000024235	2856
ENSACAG00000024236	1923
ENSACAG00000024240	2896
ENSACAG00000024241	789
ENSACAG00000024242	696
ENSACAG00000024243	723
ENSACAG00000024244	1467
ENSACAG00000024248	2888
ENSACAG00000024249	116
ENSACAG00000024251	1591
ENSACAG00000024253	678
ENSACAG00000024255	195
ENSACAG00000024260	117
ENSACAG00000024262	1071
ENSACAG00000024265	2301
ENSACAG00000024267	2076
ENSACAG00000024269	408
ENSACAG00000024271	3545
ENSACAG00000024274	420
ENSACAG00000024277	450
ENSACAG00000024278	559.5
ENSACAG00000024280	909
ENSACAG00000024282	2418
ENSACAG00000024285	119
ENSACAG00000024288	45
ENSACAG00000024289	459
ENSACAG00000024291	3030
ENSACAG00000024293	1302
ENSACAG00000024296	219
ENSACAG00000024298	2026.5
ENSACAG00000024299	675
ENSACAG00000024302	408
ENSACAG00000024303	852
ENSACAG00000024305	717
ENSACAG00000024307	744
ENSACAG00000024308	558
ENSACAG00000024309	643
ENSACAG00000024312	714
ENSACAG00000024314	306
ENSACAG00000024321	116
ENSACAG00000024322	606
ENSACAG00000024323	1065
ENSACAG00000024324	126
ENSACAG00000024325	1035
ENSACAG00000024331	111
ENSACAG00000024335	1243
ENSACAG00000024337	411
ENSACAG00000024338	423
ENSACAG00000024339	642
ENSACAG00000024341	129
ENSACAG00000024342	3347
ENSACAG00000024343	246
ENSACAG00000024345	113
ENSACAG00000024351	3027
ENSACAG00000024353	1608
ENSACAG00000024355	586
ENSACAG00000024362	691.5
ENSACAG00000024363	717
ENSACAG00000024364	420
ENSACAG00000024368	552
ENSACAG00000024370	411
ENSACAG00000024371	1017
ENSACAG00000024372	246
ENSACAG00000024374	118
ENSACAG00000024379	118
ENSACAG00000024380	975
ENSACAG00000024384	1563
ENSACAG00000024387	582
ENSACAG00000024388	1680
ENSACAG00000024392	495
ENSACAG00000024395	118
ENSACAG00000024396	972
ENSACAG00000024402	108
ENSACAG00000024403	89
ENSACAG00000024407	804
ENSACAG00000024409	1355
ENSACAG00000024412	452
ENSACAG00000024414	2403
ENSACAG00000024417	1584
ENSACAG00000024419	675
ENSACAG00000024420	204
ENSACAG00000024422	96
ENSACAG00000024425	2150
ENSACAG00000024426	624
ENSACAG00000024427	118
ENSACAG00000024430	1653
ENSACAG00000024431	1866
ENSACAG00000024432	384
ENSACAG00000024433	90
ENSACAG00000024434	399
ENSACAG00000024435	139
ENSACAG00000024436	1614
ENSACAG00000024440	1959
ENSACAG00000024442	975
ENSACAG00000024445	1242
ENSACAG00000024446	118
ENSACAG00000024450	2403
ENSACAG00000024451	72
ENSACAG00000024452	116
ENSACAG00000024453	1494
ENSACAG00000024455	1221
ENSACAG00000024457	96
ENSACAG00000024458	1314
ENSACAG00000024462	1932
ENSACAG00000024463	1123
ENSACAG00000024464	463
ENSACAG00000024466	1986
ENSACAG00000024467	1877
ENSACAG00000024471	3009
ENSACAG00000024472	717
ENSACAG00000024473	633
ENSACAG00000024486	960
ENSACAG00000024488	1305
ENSACAG00000024490	720
ENSACAG00000024492	450
ENSACAG00000024493	72
ENSACAG00000024495	117
ENSACAG00000024496	4453
ENSACAG00000024498	669
ENSACAG00000024500	873
ENSACAG00000024502	579
ENSACAG00000024504	411
ENSACAG00000024505	615
ENSACAG00000024508	1262
ENSACAG00000024510	306
ENSACAG00000024511	5530
ENSACAG00000024512	813
ENSACAG00000024513	164
ENSACAG00000024514	750
ENSACAG00000024515	606
ENSACAG00000024516	711
ENSACAG00000024520	118
ENSACAG00000024523	1422
ENSACAG00000024524	414
ENSACAG00000024525	1726
ENSACAG00000024526	543
ENSACAG00000024528	957
ENSACAG00000024530	312
ENSACAG00000024537	1983
ENSACAG00000024538	1851
ENSACAG00000024540	1596
ENSACAG00000024543	603
ENSACAG00000024545	570
ENSACAG00000024548	1623
ENSACAG00000024549	669
ENSACAG00000024553	118
ENSACAG00000024558	1623
ENSACAG00000024559	1392
ENSACAG00000024561	1314
ENSACAG00000024562	2649
ENSACAG00000024566	762
ENSACAG00000024567	243
ENSACAG00000024568	420
ENSACAG00000024569	201
ENSACAG00000024570	930
ENSACAG00000024574	435
ENSACAG00000024575	1002
ENSACAG00000024578	579
ENSACAG00000024579	645
ENSACAG00000024580	147
ENSACAG00000024581	417
ENSACAG00000024584	3879
ENSACAG00000024585	528
ENSACAG00000024586	168
ENSACAG00000024587	444
ENSACAG00000024589	150
ENSACAG00000024590	1143
ENSACAG00000024591	600
ENSACAG00000024593	81
ENSACAG00000024595	191
ENSACAG00000024599	1623
ENSACAG00000024600	1152
ENSACAG00000024602	118
ENSACAG00000024604	97
ENSACAG00000024608	118
ENSACAG00000024609	711
ENSACAG00000024611	1593
ENSACAG00000024612	1491
ENSACAG00000024616	81
ENSACAG00000024617	6809
ENSACAG00000024618	351
ENSACAG00000024619	98
ENSACAG00000024620	1103
ENSACAG00000024622	861
ENSACAG00000024624	543
ENSACAG00000024626	66
ENSACAG00000024629	1876
ENSACAG00000024631	1735
ENSACAG00000024632	4393
ENSACAG00000024636	88
ENSACAG00000024637	1186.5
ENSACAG00000024638	2389
ENSACAG00000024639	420
ENSACAG00000024641	987
ENSACAG00000024645	118
ENSACAG00000024648	369
ENSACAG00000024653	117
ENSACAG00000024655	729
ENSACAG00000024656	528
ENSACAG00000024657	119
ENSACAG00000024658	1377
ENSACAG00000024659	230
ENSACAG00000024662	570
ENSACAG00000024664	2532
ENSACAG00000024665	489
ENSACAG00000024666	1494
ENSACAG00000024674	459
ENSACAG00000024675	1249
ENSACAG00000024676	583
ENSACAG00000024680	1491
ENSACAG00000024682	242
ENSACAG00000024683	540
ENSACAG00000024685	2303
ENSACAG00000024686	64
ENSACAG00000024687	77
ENSACAG00000024689	324
ENSACAG00000024691	2991
ENSACAG00000024693	3039
ENSACAG00000024695	1516
ENSACAG00000024701	1524
ENSACAG00000024702	291
ENSACAG00000024704	1335
ENSACAG00000024705	1227
ENSACAG00000024706	3493
ENSACAG00000024708	1798
ENSACAG00000024709	8026
ENSACAG00000024715	118
ENSACAG00000024717	2031
ENSACAG00000024718	3656
ENSACAG00000024719	2268
ENSACAG00000024720	927
ENSACAG00000024721	549
ENSACAG00000024726	777
ENSACAG00000024727	1296
ENSACAG00000024728	118
ENSACAG00000024731	88
ENSACAG00000024732	432
ENSACAG00000024733	1622
ENSACAG00000024734	1542
ENSACAG00000024739	324
ENSACAG00000024741	121
ENSACAG00000024746	164
ENSACAG00000024750	684
ENSACAG00000024754	312
ENSACAG00000024757	936
ENSACAG00000024760	84
ENSACAG00000024761	780
ENSACAG00000024762	1129
ENSACAG00000024763	108
ENSACAG00000024766	119
ENSACAG00000024767	396
ENSACAG00000024768	195
ENSACAG00000024770	88
ENSACAG00000024771	1323
ENSACAG00000024773	669
ENSACAG00000024775	1494
ENSACAG00000024776	3383
ENSACAG00000024778	4417
ENSACAG00000024779	225
ENSACAG00000024780	2421
ENSACAG00000024781	660
ENSACAG00000024783	615
ENSACAG00000024785	282
ENSACAG00000024787	2273
ENSACAG00000024788	1170
ENSACAG00000024790	1558
ENSACAG00000024792	1159
ENSACAG00000024793	306
ENSACAG00000024794	384
ENSACAG00000024796	1369
ENSACAG00000024798	3824
ENSACAG00000024802	4704
ENSACAG00000024804	231
ENSACAG00000024805	118
ENSACAG00000024806	696
ENSACAG00000024808	276
ENSACAG00000024814	347
ENSACAG00000024816	118
ENSACAG00000024818	1029
ENSACAG00000024819	2540
ENSACAG00000024821	2328
ENSACAG00000024822	118
ENSACAG00000024823	118
ENSACAG00000024824	3196
ENSACAG00000024825	600
ENSACAG00000024827	1602
ENSACAG00000024834	1932
ENSACAG00000024835	672
ENSACAG00000024836	540
ENSACAG00000024837	1168
ENSACAG00000024839	1868
ENSACAG00000024844	2460
ENSACAG00000024846	1575
ENSACAG00000024847	68
ENSACAG00000024849	318
ENSACAG00000024852	89
ENSACAG00000024853	534
ENSACAG00000024854	474
ENSACAG00000024858	744
ENSACAG00000024859	1347
ENSACAG00000024860	1392
ENSACAG00000024863	2479
ENSACAG00000024865	2940
ENSACAG00000024869	104
ENSACAG00000024870	1377
ENSACAG00000024871	118
ENSACAG00000024872	1377
ENSACAG00000024876	1632
ENSACAG00000024877	510
ENSACAG00000024878	546
ENSACAG00000024879	117
ENSACAG00000024880	936
ENSACAG00000024886	118
ENSACAG00000024888	1218
ENSACAG00000024889	1236
ENSACAG00000024890	999
ENSACAG00000024891	117
ENSACAG00000024893	213
ENSACAG00000024894	411
ENSACAG00000024895	243
ENSACAG00000024897	1026
ENSACAG00000024898	924
ENSACAG00000024900	771
ENSACAG00000024903	119
ENSACAG00000024904	260
ENSACAG00000024906	714
ENSACAG00000024909	783
ENSACAG00000024911	1158
ENSACAG00000024914	2498
ENSACAG00000024915	933
ENSACAG00000024920	3582
ENSACAG00000024923	2822
ENSACAG00000024924	2700
ENSACAG00000024931	660
ENSACAG00000024933	1602
ENSACAG00000024934	1206
ENSACAG00000024935	1974
ENSACAG00000024939	345
ENSACAG00000024942	118
ENSACAG00000024944	2421
ENSACAG00000024947	312
ENSACAG00000024948	417
ENSACAG00000024949	2418
ENSACAG00000024950	567
ENSACAG00000024956	1536
ENSACAG00000024957	888
ENSACAG00000024960	2415
ENSACAG00000024961	3552
ENSACAG00000024964	555
ENSACAG00000024967	624
ENSACAG00000024968	2409
ENSACAG00000024969	110
ENSACAG00000024971	936
ENSACAG00000024972	420
ENSACAG00000024973	330
ENSACAG00000024977	1500
ENSACAG00000024978	1502
ENSACAG00000024980	747
ENSACAG00000024981	90
ENSACAG00000024982	186
ENSACAG00000024984	459
ENSACAG00000024988	1488
ENSACAG00000024991	1242
ENSACAG00000024994	1107
ENSACAG00000024995	387
ENSACAG00000024998	180
ENSACAG00000025000	1098
ENSACAG00000025002	104
ENSACAG00000025004	684
ENSACAG00000025006	1209
ENSACAG00000025007	1749
ENSACAG00000025010	89
ENSACAG00000025013	876
ENSACAG00000025014	942
ENSACAG00000025016	1968
ENSACAG00000025018	118
ENSACAG00000025024	780
ENSACAG00000025026	204
ENSACAG00000025027	690
ENSACAG00000025030	2742
ENSACAG00000025032	429
ENSACAG00000025038	2379
ENSACAG00000025040	321
ENSACAG00000025042	204
ENSACAG00000025044	399
ENSACAG00000025046	2415
ENSACAG00000025047	537
ENSACAG00000025054	12221
ENSACAG00000025055	1755
ENSACAG00000025058	2220
ENSACAG00000025060	1401
ENSACAG00000025064	609
ENSACAG00000025066	189
ENSACAG00000025068	570
ENSACAG00000025070	374
ENSACAG00000025074	513
ENSACAG00000025078	561
ENSACAG00000025079	123
ENSACAG00000025080	1392
ENSACAG00000025081	1098
ENSACAG00000025085	537
ENSACAG00000025087	556
ENSACAG00000025088	999
ENSACAG00000025089	621
ENSACAG00000025090	576
ENSACAG00000025093	420
ENSACAG00000025096	84
ENSACAG00000025099	876
ENSACAG00000025102	118
ENSACAG00000025103	84
ENSACAG00000025104	387
ENSACAG00000025106	1155
ENSACAG00000025109	2455
ENSACAG00000025111	1827
ENSACAG00000025114	576
ENSACAG00000025115	1236
ENSACAG00000025118	789
ENSACAG00000025125	89
ENSACAG00000025128	519
ENSACAG00000025129	1323
ENSACAG00000025131	4881
ENSACAG00000025134	501
ENSACAG00000025135	246
ENSACAG00000025137	747
ENSACAG00000025141	366
ENSACAG00000025142	119
ENSACAG00000025145	2270
ENSACAG00000025151	118
ENSACAG00000025152	689
ENSACAG00000025158	1608
ENSACAG00000025160	2451
ENSACAG00000025163	567
ENSACAG00000025167	1311
ENSACAG00000025169	198
ENSACAG00000025173	315
ENSACAG00000025174	90
ENSACAG00000025175	74
ENSACAG00000025180	1171
ENSACAG00000025182	6562
ENSACAG00000025187	3332
ENSACAG00000025191	915
ENSACAG00000025193	116
ENSACAG00000025194	492
ENSACAG00000025195	437
ENSACAG00000025197	118
ENSACAG00000025202	10456
ENSACAG00000025204	1380
ENSACAG00000025205	63
ENSACAG00000025207	1665
ENSACAG00000025209	1905
ENSACAG00000025210	1125
ENSACAG00000025211	1234
ENSACAG00000025213	295
ENSACAG00000025214	684
ENSACAG00000025215	900
ENSACAG00000025217	1155
ENSACAG00000025220	213
ENSACAG00000025221	144
ENSACAG00000025222	381
ENSACAG00000025227	122
ENSACAG00000025228	1353
ENSACAG00000025231	651
ENSACAG00000025232	822
ENSACAG00000025234	669
ENSACAG00000025242	5498
ENSACAG00000025244	1053
ENSACAG00000025245	1671
ENSACAG00000025246	2241
ENSACAG00000025247	327
ENSACAG00000025249	177
ENSACAG00000025250	177
ENSACAG00000025252	2019
ENSACAG00000025255	405
ENSACAG00000025259	744
ENSACAG00000025260	411
ENSACAG00000025264	1002
ENSACAG00000025266	1129.5
ENSACAG00000025269	717
ENSACAG00000025271	333
ENSACAG00000025273	453
ENSACAG00000025274	1428
ENSACAG00000025275	1371
ENSACAG00000025276	183
ENSACAG00000025279	237
ENSACAG00000025280	244
ENSACAG00000025283	753
ENSACAG00000025284	540
ENSACAG00000025286	195
ENSACAG00000025287	719
ENSACAG00000025288	3075
ENSACAG00000025291	2586
ENSACAG00000025292	276
ENSACAG00000025295	119
ENSACAG00000025298	405
ENSACAG00000025299	3595
ENSACAG00000025300	2043
ENSACAG00000025301	966
ENSACAG00000025303	5458
ENSACAG00000025304	84
ENSACAG00000025305	1752
ENSACAG00000025306	1332
ENSACAG00000025307	420
ENSACAG00000025308	1125
ENSACAG00000025309	4365
ENSACAG00000025310	318
ENSACAG00000025315	624
ENSACAG00000025316	88
ENSACAG00000025321	519
ENSACAG00000025322	474
ENSACAG00000025324	117
ENSACAG00000025328	318
ENSACAG00000025337	2904
ENSACAG00000025338	1977
ENSACAG00000025341	303
ENSACAG00000025342	780
ENSACAG00000025343	88
ENSACAG00000025344	273
ENSACAG00000025348	2439
ENSACAG00000025351	119
ENSACAG00000025357	116
ENSACAG00000025358	1332
ENSACAG00000025359	378
ENSACAG00000025361	654
ENSACAG00000025364	1128
ENSACAG00000025367	903
ENSACAG00000025369	2952
ENSACAG00000025371	1089
ENSACAG00000025374	89
ENSACAG00000025376	138
ENSACAG00000025377	1155
ENSACAG00000025380	2274
ENSACAG00000025381	711
ENSACAG00000025382	81
ENSACAG00000025384	2429
ENSACAG00000025387	942
ENSACAG00000025388	438
ENSACAG00000025390	936
ENSACAG00000025391	93
ENSACAG00000025393	279
ENSACAG00000025394	961
ENSACAG00000025402	4158
ENSACAG00000025406	118
ENSACAG00000025407	276
ENSACAG00000025411	94
ENSACAG00000025415	120
ENSACAG00000025418	1067
ENSACAG00000025421	3424
ENSACAG00000025425	540
ENSACAG00000025426	351
ENSACAG00000025429	846
ENSACAG00000025430	1300
ENSACAG00000025431	513
ENSACAG00000025433	804
ENSACAG00000025435	105
ENSACAG00000025436	210
ENSACAG00000025437	705
ENSACAG00000025439	189
ENSACAG00000025440	361
ENSACAG00000025442	118
ENSACAG00000025443	555
ENSACAG00000025446	1122
ENSACAG00000025449	414
ENSACAG00000025450	207
ENSACAG00000025451	1077
ENSACAG00000025452	414
ENSACAG00000025457	929
ENSACAG00000025458	828
ENSACAG00000025459	4543
ENSACAG00000025461	2409
ENSACAG00000025462	2379
ENSACAG00000025464	384
ENSACAG00000025465	648
ENSACAG00000025468	92
ENSACAG00000025469	112
ENSACAG00000025470	303
ENSACAG00000025471	690
ENSACAG00000025472	762
ENSACAG00000025473	1410
ENSACAG00000025475	2304
ENSACAG00000025476	118
ENSACAG00000025478	2513
ENSACAG00000025480	1584
ENSACAG00000025482	1182
ENSACAG00000025484	1271
ENSACAG00000025485	1200
ENSACAG00000025487	408
ENSACAG00000025488	90
ENSACAG00000025489	846
ENSACAG00000025490	1083
ENSACAG00000025491	573
ENSACAG00000025493	330
ENSACAG00000025499	495
ENSACAG00000025505	399
ENSACAG00000025506	707
ENSACAG00000025507	882
ENSACAG00000025508	735
ENSACAG00000025511	1236
ENSACAG00000025513	1356
ENSACAG00000025514	564
ENSACAG00000025515	891
ENSACAG00000025516	95
ENSACAG00000025519	294
ENSACAG00000025521	546
ENSACAG00000025523	1326
ENSACAG00000025525	2442
ENSACAG00000025527	1053
ENSACAG00000025532	2424
ENSACAG00000025533	165
ENSACAG00000025536	1460.5
ENSACAG00000025537	1008
ENSACAG00000025538	118
ENSACAG00000025539	342
ENSACAG00000025540	3698
ENSACAG00000025542	141
ENSACAG00000025543	393
ENSACAG00000025550	1059
ENSACAG00000025553	2081
ENSACAG00000025554	963
ENSACAG00000025556	432
ENSACAG00000025558	867
ENSACAG00000025561	3635
ENSACAG00000025564	489
ENSACAG00000025566	118
ENSACAG00000025567	1179
ENSACAG00000025568	1749
ENSACAG00000025569	629
ENSACAG00000025572	789
ENSACAG00000025573	1947
ENSACAG00000025574	3420
ENSACAG00000025579	456
ENSACAG00000025582	747
ENSACAG00000025585	701
ENSACAG00000025586	324
ENSACAG00000025587	270
ENSACAG00000025588	1942
ENSACAG00000025589	3959
ENSACAG00000025590	2645
ENSACAG00000025593	627
ENSACAG00000025595	1254
ENSACAG00000025597	1041
ENSACAG00000025600	1992
ENSACAG00000025602	762
ENSACAG00000025605	5522
ENSACAG00000025606	582
ENSACAG00000025607	2563
ENSACAG00000025608	118
ENSACAG00000025610	1542
ENSACAG00000025611	3330
ENSACAG00000025612	1938
ENSACAG00000025615	2032
ENSACAG00000025616	1545
ENSACAG00000025622	765
ENSACAG00000025623	393
ENSACAG00000025624	2388
ENSACAG00000025627	1146
ENSACAG00000025630	3118
ENSACAG00000025631	118
ENSACAG00000025632	396
ENSACAG00000025634	497
ENSACAG00000025636	2259
ENSACAG00000025637	330
ENSACAG00000025639	2768
ENSACAG00000025642	324
ENSACAG00000025643	147
ENSACAG00000025644	204
ENSACAG00000025645	117
ENSACAG00000025647	1394
ENSACAG00000025649	607
ENSACAG00000025651	561
ENSACAG00000025654	933
ENSACAG00000025655	411
ENSACAG00000025656	1224
ENSACAG00000025658	330
ENSACAG00000025660	2908
ENSACAG00000025662	450
ENSACAG00000025663	549
ENSACAG00000025667	495
ENSACAG00000025668	318
ENSACAG00000025671	1278.5
ENSACAG00000025672	537
ENSACAG00000025674	180
ENSACAG00000025675	4004
ENSACAG00000025676	1014
ENSACAG00000025678	243
ENSACAG00000025679	1254
ENSACAG00000025680	2172
ENSACAG00000025681	102
ENSACAG00000025682	405
ENSACAG00000025684	987
ENSACAG00000025686	300
ENSACAG00000025687	1062
ENSACAG00000025688	99
ENSACAG00000025689	936
ENSACAG00000025694	118
ENSACAG00000025699	118
ENSACAG00000025702	261
ENSACAG00000025703	915
ENSACAG00000025704	1326
ENSACAG00000025707	2061
ENSACAG00000025708	1080
ENSACAG00000025709	1611
ENSACAG00000025710	2289
ENSACAG00000025711	118
ENSACAG00000025712	1035
ENSACAG00000025714	891
ENSACAG00000025717	1386
ENSACAG00000025719	90
ENSACAG00000025720	1227
ENSACAG00000025725	153
ENSACAG00000025729	399
ENSACAG00000025730	2307
ENSACAG00000025732	1167
ENSACAG00000025734	3966
ENSACAG00000025735	273
ENSACAG00000025737	366
ENSACAG00000025738	510
ENSACAG00000025741	1452
ENSACAG00000025742	378
ENSACAG00000025743	411
ENSACAG00000025744	2791
ENSACAG00000025748	201
ENSACAG00000025749	1553
ENSACAG00000025751	669
ENSACAG00000025755	4194
ENSACAG00000025758	531
ENSACAG00000025761	91
ENSACAG00000025764	2962
ENSACAG00000025765	120
ENSACAG00000025768	948
ENSACAG00000025771	588
ENSACAG00000025773	750
ENSACAG00000025774	2421
ENSACAG00000025777	3824
ENSACAG00000025778	915
ENSACAG00000025780	222
ENSACAG00000025781	3480
ENSACAG00000025783	660
ENSACAG00000025786	1158
ENSACAG00000025787	118
ENSACAG00000025789	660
ENSACAG00000025793	900
ENSACAG00000025794	714
ENSACAG00000025799	576
ENSACAG00000025801	4200
ENSACAG00000025804	129
ENSACAG00000025806	255
ENSACAG00000025807	144
ENSACAG00000025808	144
ENSACAG00000025809	1599
ENSACAG00000025813	1855
ENSACAG00000025814	616
ENSACAG00000025815	120
ENSACAG00000025816	2535
ENSACAG00000025817	2670
ENSACAG00000025819	164
ENSACAG00000025821	1371
ENSACAG00000025822	606
ENSACAG00000025824	2196
ENSACAG00000025829	921
ENSACAG00000025832	769
ENSACAG00000025834	393
ENSACAG00000025835	1968
ENSACAG00000025840	138
ENSACAG00000025841	94
ENSACAG00000025844	164
ENSACAG00000025845	312
ENSACAG00000025849	2427
ENSACAG00000025857	264
ENSACAG00000025858	94
ENSACAG00000025859	681
ENSACAG00000025861	1458
ENSACAG00000025862	1773
ENSACAG00000025864	2088
ENSACAG00000025865	639
ENSACAG00000025867	354
ENSACAG00000025870	1215
ENSACAG00000025872	1191
ENSACAG00000025874	106
ENSACAG00000025875	525
ENSACAG00000025879	1176
ENSACAG00000025881	1678
ENSACAG00000025882	306
ENSACAG00000025883	298
ENSACAG00000025885	118
ENSACAG00000025887	118
ENSACAG00000025889	285
ENSACAG00000025892	144
ENSACAG00000025893	1076
ENSACAG00000025896	1521
ENSACAG00000025898	495
ENSACAG00000025900	1128
ENSACAG00000025902	540
ENSACAG00000025903	118
ENSACAG00000025906	264
ENSACAG00000025908	2074
ENSACAG00000025910	2487
ENSACAG00000025911	88
ENSACAG00000025912	2283
ENSACAG00000025913	3429
ENSACAG00000025926	2044
ENSACAG00000025928	249
ENSACAG00000025929	576
ENSACAG00000025930	783
ENSACAG00000025932	118
ENSACAG00000025936	624
ENSACAG00000025937	551
ENSACAG00000025939	88
ENSACAG00000025943	728
ENSACAG00000025945	2319
ENSACAG00000025946	3196
ENSACAG00000025947	567
ENSACAG00000025948	1176
ENSACAG00000025958	891
ENSACAG00000025960	538
ENSACAG00000025962	1406
ENSACAG00000025965	1332
ENSACAG00000025967	1659
ENSACAG00000025977	1872
ENSACAG00000025978	1569
ENSACAG00000025979	2241
ENSACAG00000025980	1365
ENSACAG00000025982	141
ENSACAG00000025984	633
ENSACAG00000025985	7074
ENSACAG00000025986	2223
ENSACAG00000025987	737
ENSACAG00000025988	2479
ENSACAG00000025989	93
ENSACAG00000025992	747
ENSACAG00000025994	500
ENSACAG00000025997	114
ENSACAG00000025998	1101
ENSACAG00000026001	1170
ENSACAG00000026003	3129
ENSACAG00000026004	153
ENSACAG00000026008	264
ENSACAG00000026010	2357
ENSACAG00000026011	88
ENSACAG00000026012	973
ENSACAG00000026013	276
ENSACAG00000026015	1299
ENSACAG00000026016	459
ENSACAG00000026021	639
ENSACAG00000026026	975
ENSACAG00000026027	1878
ENSACAG00000026028	1083
ENSACAG00000026030	96
ENSACAG00000026031	2307
ENSACAG00000026033	936
ENSACAG00000026034	855
ENSACAG00000026035	2946
ENSACAG00000026036	366
ENSACAG00000026037	348
ENSACAG00000026038	1806
ENSACAG00000026043	6308
ENSACAG00000026045	1497
ENSACAG00000026046	570
ENSACAG00000026047	456
ENSACAG00000026049	1158
