Ensembl Gene ID	Transcript length (including UTRs and CDS)	Associated Gene Name
ENSGALG00000034844	653	
ENSGALG00000034844	653	
ENSGALG00000042359	923	
ENSGALG00000042359	923	
ENSGALG00000040884	933	
ENSGALG00000040884	933	
ENSGALG00000032230	605	
ENSGALG00000032230	625	
ENSGALG00000032230	605	
ENSGALG00000032230	625	
ENSGALG00000041716	869	
ENSGALG00000041716	672	
ENSGALG00000041716	843	
ENSGALG00000041716	869	
ENSGALG00000041716	672	
ENSGALG00000041716	843	
ENSGALG00000036654	2009	
ENSGALG00000036654	2920	
ENSGALG00000036654	2009	
ENSGALG00000036654	2920	
ENSGALG00000042513	1477	
ENSGALG00000042513	1488	
ENSGALG00000042513	1477	
ENSGALG00000042513	1488	
ENSGALG00000033859	471	
ENSGALG00000033859	471	
ENSGALG00000038793	857	
ENSGALG00000038793	857	
ENSGALG00000036542	1067	
ENSGALG00000036542	1067	
ENSGALG00000030654	1325	
ENSGALG00000030654	1325	
ENSGALG00000037676	726	
ENSGALG00000037676	726	
ENSGALG00000031764	1243	
ENSGALG00000031764	1243	
ENSGALG00000040706	648	
ENSGALG00000040706	416	
ENSGALG00000040706	415	
ENSGALG00000040706	648	
ENSGALG00000040706	416	
ENSGALG00000040706	415	
ENSGALG00000031245	129	
ENSGALG00000031245	129	
ENSGALG00000043478	163	
ENSGALG00000043478	163	
ENSGALG00000037406	4853	
ENSGALG00000037406	4853	
ENSGALG00000039062	1740	
ENSGALG00000039062	1740	
ENSGALG00000039110	2292	
ENSGALG00000039110	2292	
ENSGALG00000033111	772	
ENSGALG00000033111	772	
ENSGALG00000038107	3542	
ENSGALG00000038107	2499	
ENSGALG00000038107	2405	
ENSGALG00000038107	3542	
ENSGALG00000038107	2499	
ENSGALG00000038107	2405	
ENSGALG00000030400	598	
ENSGALG00000030400	598	
ENSGALG00000035446	916	
ENSGALG00000035446	916	
ENSGALG00000040199	659	
ENSGALG00000040199	1834	
ENSGALG00000040199	659	
ENSGALG00000040199	1834	
ENSGALG00000034479	682	
ENSGALG00000034479	544	
ENSGALG00000034479	682	
ENSGALG00000034479	544	
ENSGALG00000042921	1184	
ENSGALG00000042921	1184	
ENSGALG00000040597	436	
ENSGALG00000040597	436	
ENSGALG00000029975	4956	
ENSGALG00000029975	131	
ENSGALG00000029975	4956	
ENSGALG00000029975	131	
ENSGALG00000031952	723	
ENSGALG00000031952	723	
ENSGALG00000035857	1923	
ENSGALG00000035857	1923	
ENSGALG00000030945	1611	
ENSGALG00000030945	1611	
ENSGALG00000037847	1707	
ENSGALG00000037847	1284	
ENSGALG00000037847	997	
ENSGALG00000037847	1707	
ENSGALG00000037847	1284	
ENSGALG00000037847	997	
ENSGALG00000031196	736	
ENSGALG00000031196	736	
ENSGALG00000040900	1391	
ENSGALG00000040900	597	
ENSGALG00000040900	1391	
ENSGALG00000040900	597	
ENSGALG00000035612	544	
ENSGALG00000035612	358	
ENSGALG00000035612	544	
ENSGALG00000035612	358	
ENSGALG00000032778	877	
ENSGALG00000032778	877	
ENSGALG00000040455	436	
ENSGALG00000040455	436	
ENSGALG00000038927	445	
ENSGALG00000038927	445	
ENSGALG00000041175	2039	
ENSGALG00000041175	2039	
ENSGALG00000038738	500	
ENSGALG00000038738	500	
ENSGALG00000036588	604	
ENSGALG00000036588	604	
ENSGALG00000031066	777	
ENSGALG00000031066	777	
ENSGALG00000032351	682	
ENSGALG00000032351	682	
ENSGALG00000037128	514	
ENSGALG00000037128	514	
ENSGALG00000042253	1672	
ENSGALG00000042253	1672	
ENSGALG00000032936	581	
ENSGALG00000032936	581	
ENSGALG00000034174	485	
ENSGALG00000034174	485	
ENSGALG00000033738	763	
ENSGALG00000033738	763	
ENSGALG00000035261	5629	
ENSGALG00000035261	5629	
ENSGALG00000035401	1006	
ENSGALG00000035401	790	
ENSGALG00000035401	1006	
ENSGALG00000035401	790	
ENSGALG00000043571	875	
ENSGALG00000043571	875	
ENSGALG00000038989	474	
ENSGALG00000038989	1178	
ENSGALG00000038989	474	
ENSGALG00000038989	1178	
ENSGALG00000029460	1382	
ENSGALG00000029460	1382	
ENSGALG00000036436	1572	
ENSGALG00000036436	1572	
ENSGALG00000037785	430	
ENSGALG00000037785	430	
ENSGALG00000040600	836	
ENSGALG00000040600	648	
ENSGALG00000040600	416	
ENSGALG00000040600	836	
ENSGALG00000040600	648	
ENSGALG00000040600	416	
ENSGALG00000038302	1420	
ENSGALG00000038302	1420	
ENSGALG00000038009	278	
ENSGALG00000038009	278	
ENSGALG00000038190	543	
ENSGALG00000038190	543	
ENSGALG00000034206	989	
ENSGALG00000034206	989	
ENSGALG00000042667	657	
ENSGALG00000042667	187	
ENSGALG00000042667	657	
ENSGALG00000042667	187	
ENSGALG00000040344	614	
ENSGALG00000040344	614	
ENSGALG00000034444	496	
ENSGALG00000034444	496	
ENSGALG00000035821	3690	
ENSGALG00000035821	3411	
ENSGALG00000035821	2321	
ENSGALG00000035821	3690	
ENSGALG00000035821	3411	
ENSGALG00000035821	2321	
ENSGALG00000036939	248	
ENSGALG00000036939	248	
ENSGALG00000042018	706	
ENSGALG00000042018	713	
ENSGALG00000042018	706	
ENSGALG00000042018	713	
ENSGALG00000033200	1491	
ENSGALG00000033200	1491	
ENSGALG00000041135	1118	
ENSGALG00000041135	1118	
ENSGALG00000035962	1074	
ENSGALG00000035962	1074	
ENSGALG00000042844	942	
ENSGALG00000042844	942	
ENSGALG00000038511	692	
ENSGALG00000038511	692	
ENSGALG00000030919	2708	
ENSGALG00000030919	2708	
ENSGALG00000032689	604	
ENSGALG00000032689	604	
ENSGALG00000037692	588	
ENSGALG00000037692	446	
ENSGALG00000037692	614	
ENSGALG00000037692	588	
ENSGALG00000037692	446	
ENSGALG00000037692	614	
ENSGALG00000042041	372	
ENSGALG00000042041	372	
ENSGALG00000037981	247	
ENSGALG00000037981	535	
ENSGALG00000037981	247	
ENSGALG00000037981	535	
ENSGALG00000030713	576	
ENSGALG00000030713	586	
ENSGALG00000030713	576	
ENSGALG00000030713	586	
ENSGALG00000034149	2686	
ENSGALG00000034149	2686	
ENSGALG00000019198	812	
ENSGALG00000019198	756	
ENSGALG00000019198	1088	
ENSGALG00000019198	812	
ENSGALG00000019198	756	
ENSGALG00000019198	1088	
ENSGALG00000036660	935	
ENSGALG00000036660	1126	
ENSGALG00000036660	935	
ENSGALG00000036660	1126	
ENSGALG00000042630	502	
ENSGALG00000042630	502	
ENSGALG00000033931	704	
ENSGALG00000033931	704	
ENSGALG00000034027	1296	
ENSGALG00000034027	1296	
ENSGALG00000031027	521	
ENSGALG00000031027	521	
ENSGALG00000029613	757	
ENSGALG00000029613	757	
ENSGALG00000037421	338	
ENSGALG00000037421	117	
ENSGALG00000037421	338	
ENSGALG00000037421	117	
ENSGALG00000039444	1297	
ENSGALG00000039444	1297	
ENSGALG00000034581	3782	
ENSGALG00000034581	3782	
ENSGALG00000042224	1677	
ENSGALG00000042224	1589	
ENSGALG00000042224	1511	
ENSGALG00000042224	1677	
ENSGALG00000042224	1589	
ENSGALG00000042224	1511	
ENSGALG00000037134	1793	
ENSGALG00000037134	1793	
ENSGALG00000041402	2608	
ENSGALG00000041402	2509	
ENSGALG00000041402	2608	
ENSGALG00000041402	2509	
ENSGALG00000032786	538	
ENSGALG00000032786	538	
ENSGALG00000034627	1853	
ENSGALG00000034627	759	
ENSGALG00000034627	1853	
ENSGALG00000034627	759	
ENSGALG00000033238	457	
ENSGALG00000033238	457	
ENSGALG00000033364	1090	
ENSGALG00000033364	1153	
ENSGALG00000033364	1090	
ENSGALG00000033364	1153	
ENSGALG00000041172	2026	
ENSGALG00000041172	2026	
ENSGALG00000035765	648	
ENSGALG00000035765	560	
ENSGALG00000035765	648	
ENSGALG00000035765	560	
ENSGALG00000033202	492	
ENSGALG00000033202	492	
ENSGALG00000034175	487	
ENSGALG00000034175	487	
ENSGALG00000040001	465	
ENSGALG00000040001	465	
ENSGALG00000036700	1439	
ENSGALG00000036700	1016	
ENSGALG00000036700	1555	
ENSGALG00000036700	1439	
ENSGALG00000036700	1016	
ENSGALG00000036700	1555	
ENSGALG00000039031	5047	
ENSGALG00000039031	4525	
ENSGALG00000039031	5047	
ENSGALG00000039031	4525	
ENSGALG00000032102	1142	
ENSGALG00000032102	1142	
ENSGALG00000032527	419	
ENSGALG00000032527	419	
ENSGALG00000038438	1065	
ENSGALG00000038438	1036	
ENSGALG00000038438	1065	
ENSGALG00000038438	1036	
ENSGALG00000042420	862	
ENSGALG00000042420	862	
ENSGALG00000032587	305	
ENSGALG00000032587	305	
ENSGALG00000040073	498	
ENSGALG00000040073	1314	
ENSGALG00000040073	498	
ENSGALG00000040073	1314	
ENSGALG00000040497	655	
ENSGALG00000040497	2083	
ENSGALG00000040497	655	
ENSGALG00000040497	2083	
ENSGALG00000031861	643	
ENSGALG00000031861	643	
ENSGALG00000032484	2853	
ENSGALG00000032484	2853	
ENSGALG00000034715	1146	
ENSGALG00000034715	1146	
ENSGALG00000041051	1171	
ENSGALG00000041051	1171	
ENSGALG00000036080	1409	
ENSGALG00000036080	1244	
ENSGALG00000036080	1409	
ENSGALG00000036080	1244	
ENSGALG00000040219	1477	
ENSGALG00000040219	1477	
ENSGALG00000031625	594	
ENSGALG00000031625	594	
ENSGALG00000042683	1006	
ENSGALG00000042683	1006	
ENSGALG00000036048	1829	
ENSGALG00000036048	1829	
ENSGALG00000040390	2208	
ENSGALG00000040390	2208	
ENSGALG00000039886	1381	
ENSGALG00000039886	1381	
ENSGALG00000040679	1893	
ENSGALG00000040679	1893	
ENSGALG00000042044	1666	
ENSGALG00000042044	1666	
ENSGALG00000038344	652	
ENSGALG00000038344	417	
ENSGALG00000038344	597	
ENSGALG00000038344	652	
ENSGALG00000038344	417	
ENSGALG00000038344	597	
ENSGALG00000030642	1477	
ENSGALG00000030642	1477	
ENSGALG00000041356	365	
ENSGALG00000041356	365	
ENSGALG00000035463	795	
ENSGALG00000035463	795	
ENSGALG00000039963	891	
ENSGALG00000039963	418	
ENSGALG00000039963	891	
ENSGALG00000039963	418	
ENSGALG00000035886	1701	
ENSGALG00000035886	1701	
ENSGALG00000038547	617	
ENSGALG00000038547	617	
ENSGALG00000029910	2628	
ENSGALG00000029910	2628	
ENSGALG00000035855	765	
ENSGALG00000035855	425	
ENSGALG00000035855	765	
ENSGALG00000035855	425	
ENSGALG00000039829	146	
ENSGALG00000039829	146	
ENSGALG00000035330	1404	
ENSGALG00000035330	1097	
ENSGALG00000035330	1404	
ENSGALG00000035330	1097	
ENSGALG00000030295	3643	
ENSGALG00000030295	3643	
ENSGALG00000041523	77	
ENSGALG00000041523	67	
ENSGALG00000041523	77	
ENSGALG00000041523	67	
ENSGALG00000029204	641	
ENSGALG00000029204	641	
ENSGALG00000033765	1131	
ENSGALG00000033765	1131	
ENSGALG00000043303	1236	
ENSGALG00000043303	1236	
ENSGALG00000038716	619	
ENSGALG00000038716	619	
ENSGALG00000029196	650	
ENSGALG00000029196	650	
ENSGALG00000010002	852	
ENSGALG00000010002	815	
ENSGALG00000010002	1036	
ENSGALG00000010002	852	
ENSGALG00000010002	815	
ENSGALG00000010002	1036	
ENSGALG00000041106	487	
ENSGALG00000041106	487	
ENSGALG00000035348	531	
ENSGALG00000035348	531	
ENSGALG00000038074	2378	
ENSGALG00000038074	1244	
ENSGALG00000038074	1097	
ENSGALG00000038074	2378	
ENSGALG00000038074	1244	
ENSGALG00000038074	1097	
ENSGALG00000043244	1275	
ENSGALG00000043244	2432	
ENSGALG00000043244	1275	
ENSGALG00000043244	2432	
ENSGALG00000037832	1879	
ENSGALG00000037832	1879	
ENSGALG00000042988	1317	
ENSGALG00000042988	1317	
ENSGALG00000031674	1837	
ENSGALG00000031674	1837	
ENSGALG00000037182	845	
ENSGALG00000037182	627	
ENSGALG00000037182	778	
ENSGALG00000037182	845	
ENSGALG00000037182	627	
ENSGALG00000037182	778	
ENSGALG00000029589	1346	
ENSGALG00000029589	1125	
ENSGALG00000029589	1346	
ENSGALG00000029589	1125	
ENSGALG00000038169	1034	
ENSGALG00000038169	1034	
ENSGALG00000041029	1506	
ENSGALG00000041029	1506	
ENSGALG00000031528	1643	
ENSGALG00000031528	1643	
ENSGALG00000038460	1346	
ENSGALG00000038460	1260	
ENSGALG00000038460	751	
ENSGALG00000038460	1346	
ENSGALG00000038460	1260	
ENSGALG00000038460	751	
ENSGALG00000039726	989	
ENSGALG00000039726	989	
ENSGALG00000036298	232	
ENSGALG00000036298	232	
ENSGALG00000032296	456	
ENSGALG00000032296	456	
ENSGALG00000040893	2382	
ENSGALG00000040893	2382	
ENSGALG00000036185	362	
ENSGALG00000036185	362	
ENSGALG00000033980	2848	
ENSGALG00000033980	2848	
ENSGALG00000036720	5863	
ENSGALG00000036720	5863	
ENSGALG00000031731	1057	
ENSGALG00000031731	1057	
ENSGALG00000040391	2106	
ENSGALG00000040391	686	
ENSGALG00000040391	777	
ENSGALG00000040391	2106	
ENSGALG00000040391	686	
ENSGALG00000040391	777	
ENSGALG00000043741	1429	
ENSGALG00000043741	1429	
ENSGALG00000034221	838	
ENSGALG00000034221	2604	
ENSGALG00000034221	2461	
ENSGALG00000034221	838	
ENSGALG00000034221	2604	
ENSGALG00000034221	2461	
ENSGALG00000040539	820	
ENSGALG00000040539	820	
ENSGALG00000033000	2023	
ENSGALG00000033000	1799	
ENSGALG00000033000	2023	
ENSGALG00000033000	1799	
ENSGALG00000030752	522	
ENSGALG00000030752	522	
ENSGALG00000039194	585	
ENSGALG00000039194	585	
ENSGALG00000029758	1785	
ENSGALG00000029758	1785	
ENSGALG00000034866	1185	
ENSGALG00000034866	1185	
ENSGALG00000033491	2039	
ENSGALG00000033491	2540	
ENSGALG00000033491	2525	
ENSGALG00000033491	2039	
ENSGALG00000033491	2540	
ENSGALG00000033491	2525	
ENSGALG00000038471	1351	
ENSGALG00000038471	1265	
ENSGALG00000038471	1351	
ENSGALG00000038471	1265	
ENSGALG00000034513	220	
ENSGALG00000034513	220	
ENSGALG00000043236	506	
ENSGALG00000043236	506	
ENSGALG00000035560	789	
ENSGALG00000035560	712	
ENSGALG00000035560	789	
ENSGALG00000035560	712	
ENSGALG00000034269	5041	
ENSGALG00000034269	5041	
ENSGALG00000042962	490	
ENSGALG00000042962	490	
ENSGALG00000035710	419	
ENSGALG00000035710	419	
ENSGALG00000032548	383	
ENSGALG00000032548	383	
ENSGALG00000040214	3338	
ENSGALG00000040214	3338	
ENSGALG00000029946	424	
ENSGALG00000029946	424	
ENSGALG00000034049	194	
ENSGALG00000034049	194	
ENSGALG00000038181	749	
ENSGALG00000038181	749	
ENSGALG00000031508	794	
ENSGALG00000031508	594	
ENSGALG00000031508	794	
ENSGALG00000031508	594	
ENSGALG00000036046	872	
ENSGALG00000036046	852	
ENSGALG00000036046	872	
ENSGALG00000036046	852	
ENSGALG00000039607	1559	
ENSGALG00000039607	1559	
ENSGALG00000036525	5524	
ENSGALG00000036525	4882	
ENSGALG00000036525	5524	
ENSGALG00000036525	4882	
ENSGALG00000032350	919	
ENSGALG00000032350	919	
ENSGALG00000036104	2146	
ENSGALG00000036104	1549	
ENSGALG00000036104	2146	
ENSGALG00000036104	1549	
ENSGALG00000032976	1112	
ENSGALG00000032976	430	
ENSGALG00000032976	1112	
ENSGALG00000032976	430	
ENSGALG00000041987	347	
ENSGALG00000041987	347	
ENSGALG00000038880	670	
ENSGALG00000038880	670	
ENSGALG00000035786	263	
ENSGALG00000035786	263	
ENSGALG00000034925	416	
ENSGALG00000034925	595	
ENSGALG00000034925	416	
ENSGALG00000034925	595	
ENSGALG00000039482	2333	
ENSGALG00000039482	1823	
ENSGALG00000039482	2333	
ENSGALG00000039482	1823	
ENSGALG00000043761	2927	
ENSGALG00000043761	2927	
ENSGALG00000036855	1044	
ENSGALG00000036855	1044	
ENSGALG00000042118	877	
ENSGALG00000042118	877	
ENSGALG00000043759	1428	
ENSGALG00000043759	1428	
ENSGALG00000035899	3502	
ENSGALG00000035899	2884	
ENSGALG00000035899	3502	
ENSGALG00000035899	2884	
ENSGALG00000036090	501	
ENSGALG00000036090	501	
ENSGALG00000037303	402	
ENSGALG00000037303	402	
ENSGALG00000031608	1017	
ENSGALG00000031608	1017	
ENSGALG00000031608	1017	
ENSGALG00000031608	1017	
ENSGALG00000036541	296	
ENSGALG00000036541	296	
ENSGALG00000032152	1145	
ENSGALG00000032152	863	
ENSGALG00000032152	999	
ENSGALG00000032152	1145	
ENSGALG00000032152	863	
ENSGALG00000032152	999	
ENSGALG00000038841	625	
ENSGALG00000038841	625	
ENSGALG00000040349	1555	
ENSGALG00000040349	1461	
ENSGALG00000040349	1555	
ENSGALG00000040349	1461	
ENSGALG00000041489	444	
ENSGALG00000041489	444	
ENSGALG00000029557	577	
ENSGALG00000029557	1279	
ENSGALG00000029557	577	
ENSGALG00000029557	1279	
ENSGALG00000033714	420	
ENSGALG00000033714	420	
ENSGALG00000029407	194	
ENSGALG00000029407	194	
ENSGALG00000043161	1019	
ENSGALG00000043161	588	
ENSGALG00000043161	1273	
ENSGALG00000043161	1019	
ENSGALG00000043161	588	
ENSGALG00000043161	1273	
ENSGALG00000032026	1732	
ENSGALG00000032026	1732	
ENSGALG00000042251	2520	
ENSGALG00000042251	579	
ENSGALG00000042251	2520	
ENSGALG00000042251	579	
ENSGALG00000037041	579	
ENSGALG00000037041	579	
ENSGALG00000041170	1317	
ENSGALG00000041170	1317	
ENSGALG00000036115	1282	
ENSGALG00000036115	1282	
ENSGALG00000038251	1653	
ENSGALG00000038251	1653	
ENSGALG00000030352	1124	
ENSGALG00000030352	1124	
ENSGALG00000040824	1316	
ENSGALG00000040824	1316	
ENSGALG00000032464	1142	
ENSGALG00000032464	1142	
ENSGALG00000039280	938	
ENSGALG00000039280	938	
ENSGALG00000039586	926	
ENSGALG00000039586	926	
ENSGALG00000034709	1353	
ENSGALG00000034709	1353	
ENSGALG00000042765	1341	
ENSGALG00000042765	1085	
ENSGALG00000042765	1341	
ENSGALG00000042765	1085	
ENSGALG00000035074	1911	
ENSGALG00000035074	1911	
ENSGALG00000041576	1018	
ENSGALG00000041576	1018	
ENSGALG00000038131	1322	
ENSGALG00000038131	1322	
ENSGALG00000032135	472	
ENSGALG00000032135	472	
ENSGALG00000033473	1338	
ENSGALG00000033473	1314	
ENSGALG00000033473	1338	
ENSGALG00000033473	1314	
ENSGALG00000033224	710	
ENSGALG00000033224	710	
ENSGALG00000035670	1892	
ENSGALG00000035670	1892	
ENSGALG00000035874	327	
ENSGALG00000035874	327	
ENSGALG00000031892	1322	
ENSGALG00000031892	1361	
ENSGALG00000031892	1322	
ENSGALG00000031892	1361	
ENSGALG00000031709	1242	
ENSGALG00000031709	1242	
ENSGALG00000033028	247	
ENSGALG00000033028	268	
ENSGALG00000033028	247	
ENSGALG00000033028	268	
ENSGALG00000041467	820	
ENSGALG00000041467	1246	
ENSGALG00000041467	820	
ENSGALG00000041467	1246	
ENSGALG00000039057	1857	
ENSGALG00000039057	1857	
ENSGALG00000030495	2930	
ENSGALG00000030495	1473	
ENSGALG00000030495	1274	
ENSGALG00000030495	2930	
ENSGALG00000030495	1473	
ENSGALG00000030495	1274	
ENSGALG00000039894	1088	
ENSGALG00000039894	1088	
ENSGALG00000042100	1052	
ENSGALG00000042100	1052	
ENSGALG00000033539	564	
ENSGALG00000033539	696	
ENSGALG00000033539	564	
ENSGALG00000033539	696	
ENSGALG00000039236	625	
ENSGALG00000039236	625	
ENSGALG00000041441	2222	
ENSGALG00000041441	2222	
ENSGALG00000032983	1930	
ENSGALG00000032983	1130	
ENSGALG00000032983	1930	
ENSGALG00000032983	1130	
ENSGALG00000036986	556	
ENSGALG00000036986	556	
ENSGALG00000030184	704	
ENSGALG00000030184	704	
ENSGALG00000033740	901	
ENSGALG00000033740	901	
ENSGALG00000034914	861	
ENSGALG00000034914	861	
ENSGALG00000043773	4838	
ENSGALG00000043773	4838	
ENSGALG00000043588	2667	
ENSGALG00000043588	2667	
ENSGALG00000040767	388	
ENSGALG00000040767	388	
ENSGALG00000029759	975	
ENSGALG00000029759	975	
ENSGALG00000036613	461	
ENSGALG00000036613	461	
ENSGALG00000034324	537	
ENSGALG00000034324	537	
ENSGALG00000041088	870	
ENSGALG00000041088	870	
ENSGALG00000036977	519	
ENSGALG00000036977	519	
ENSGALG00000039317	4416	
ENSGALG00000039317	4416	
ENSGALG00000030728	1122	
ENSGALG00000030728	1072	
ENSGALG00000030728	1122	
ENSGALG00000030728	1072	
ENSGALG00000041952	2853	
ENSGALG00000041952	2853	
ENSGALG00000042180	1727	
ENSGALG00000042180	1332	
ENSGALG00000042180	1727	
ENSGALG00000042180	1332	
ENSGALG00000031909	961	
ENSGALG00000031909	961	
ENSGALG00000030284	228	
ENSGALG00000030284	228	
ENSGALG00000030956	1184	
ENSGALG00000030956	1184	
ENSGALG00000031213	482	
ENSGALG00000031213	482	
ENSGALG00000039033	288	
ENSGALG00000039033	288	
ENSGALG00000033817	1158	
ENSGALG00000033817	1158	
ENSGALG00000037772	577	
ENSGALG00000037772	577	
ENSGALG00000037541	850	
ENSGALG00000037541	904	
ENSGALG00000037541	1115	
ENSGALG00000037541	850	
ENSGALG00000037541	904	
ENSGALG00000037541	1115	
ENSGALG00000030678	354	
ENSGALG00000030678	300	
ENSGALG00000030678	297	
ENSGALG00000030678	354	
ENSGALG00000030678	300	
ENSGALG00000030678	297	
ENSGALG00000040343	575	
ENSGALG00000040343	575	
ENSGALG00000037057	1665	
ENSGALG00000037057	1665	
ENSGALG00000032343	3030	
ENSGALG00000032343	1460	
ENSGALG00000032343	3030	
ENSGALG00000032343	1460	
ENSGALG00000039858	134	
ENSGALG00000039858	134	
ENSGALG00000035123	4041	
ENSGALG00000035123	2242	
ENSGALG00000035123	1299	
ENSGALG00000035123	4041	
ENSGALG00000035123	2242	
ENSGALG00000035123	1299	
ENSGALG00000042643	554	
ENSGALG00000042643	554	
ENSGALG00000038720	1018	
ENSGALG00000038720	593	
ENSGALG00000038720	1018	
ENSGALG00000038720	593	
ENSGALG00000039513	570	
ENSGALG00000039513	570	
ENSGALG00000034589	412	
ENSGALG00000034589	412	
ENSGALG00000033131	2649	
ENSGALG00000033131	2472	
ENSGALG00000033131	2649	
ENSGALG00000033131	2472	
ENSGALG00000042575	967	
ENSGALG00000042575	1059	
ENSGALG00000042575	967	
ENSGALG00000042575	1059	
ENSGALG00000036371	447	
ENSGALG00000036371	447	
ENSGALG00000036137	2606	
ENSGALG00000036137	2606	
ENSGALG00000041929	125	
ENSGALG00000041929	125	
ENSGALG00000035832	829	
ENSGALG00000035832	829	
ENSGALG00000037210	1307	
ENSGALG00000037210	1307	
ENSGALG00000042383	688	
ENSGALG00000042383	581	
ENSGALG00000042383	688	
ENSGALG00000042383	581	
ENSGALG00000030413	732	
ENSGALG00000030413	732	
ENSGALG00000032637	352	
ENSGALG00000032637	352	
ENSGALG00000034842	276	
ENSGALG00000034842	276	
ENSGALG00000030218	1595	
ENSGALG00000030218	1595	
ENSGALG00000038014	233	
ENSGALG00000038014	233	
ENSGALG00000034623	582	
ENSGALG00000034623	582	
ENSGALG00000036823	1581	
ENSGALG00000036823	795	
ENSGALG00000036823	1581	
ENSGALG00000036823	795	
ENSGALG00000039321	1086	
ENSGALG00000039321	1398	
ENSGALG00000039321	1086	
ENSGALG00000039321	1398	
ENSGALG00000036315	502	
ENSGALG00000036315	502	
ENSGALG00000032879	597	
ENSGALG00000032879	597	
ENSGALG00000036732	2628	
ENSGALG00000036732	2472	
ENSGALG00000036732	2334	
ENSGALG00000036732	2628	
ENSGALG00000036732	2472	
ENSGALG00000036732	2334	
ENSGALG00000036565	584	
ENSGALG00000036565	584	
ENSGALG00000036182	2853	
ENSGALG00000036182	2853	
ENSGALG00000035511	1316	
ENSGALG00000035511	465	
ENSGALG00000035511	1039	
ENSGALG00000035511	1316	
ENSGALG00000035511	465	
ENSGALG00000035511	1039	
ENSGALG00000036875	670	
ENSGALG00000036875	670	
ENSGALG00000030849	2316	
ENSGALG00000030849	1094	
ENSGALG00000030849	650	
ENSGALG00000030849	2316	
ENSGALG00000030849	1094	
ENSGALG00000030849	650	
ENSGALG00000035887	414	
ENSGALG00000035887	414	
ENSGALG00000038743	755	
ENSGALG00000038743	1719	
ENSGALG00000038743	755	
ENSGALG00000038743	1719	
ENSGALG00000034897	717	
ENSGALG00000034897	754	
ENSGALG00000034897	717	
ENSGALG00000034897	754	
ENSGALG00000043418	1458	
ENSGALG00000043418	1458	
ENSGALG00000029584	2130	
ENSGALG00000029584	2130	
ENSGALG00000032684	1665	
ENSGALG00000032684	1665	
ENSGALG00000032115	720	
ENSGALG00000032115	720	
ENSGALG00000040635	2022	
ENSGALG00000040635	1754	
ENSGALG00000040635	2022	
ENSGALG00000040635	1754	
ENSGALG00000032972	425	
ENSGALG00000032972	425	
ENSGALG00000030631	641	
ENSGALG00000030631	575	
ENSGALG00000030631	641	
ENSGALG00000030631	575	
ENSGALG00000041828	517	
ENSGALG00000041828	517	
ENSGALG00000029644	1112	
ENSGALG00000029644	1112	
ENSGALG00000035431	642	
ENSGALG00000035431	642	
ENSGALG00000041307	492	
ENSGALG00000041307	492	
ENSGALG00000029852	1453	
ENSGALG00000029852	1127	
ENSGALG00000029852	1453	
ENSGALG00000029852	1127	
ENSGALG00000037559	1082	
ENSGALG00000037559	1082	
ENSGALG00000037433	1185	
ENSGALG00000037433	480	
ENSGALG00000037433	1185	
ENSGALG00000037433	480	
ENSGALG00000043378	236	
ENSGALG00000043378	236	
ENSGALG00000035573	4732	
ENSGALG00000035573	4732	
ENSGALG00000043293	167	
ENSGALG00000043293	167	
ENSGALG00000034127	700	
ENSGALG00000034127	811	
ENSGALG00000034127	763	
ENSGALG00000034127	700	
ENSGALG00000034127	811	
ENSGALG00000034127	763	
ENSGALG00000039898	995	
ENSGALG00000039898	995	
ENSGALG00000038373	1338	
ENSGALG00000038373	1338	
ENSGALG00000031576	1331	
ENSGALG00000031576	1331	
ENSGALG00000041825	457	
ENSGALG00000041825	457	
ENSGALG00000042302	710	
ENSGALG00000042302	710	
ENSGALG00000031363	1548	
ENSGALG00000031363	1610	
ENSGALG00000031363	1548	
ENSGALG00000031363	1610	
ENSGALG00000037217	1246	
ENSGALG00000037217	1246	
ENSGALG00000039714	324	
ENSGALG00000039714	324	
ENSGALG00000033045	1568	
ENSGALG00000033045	691	
ENSGALG00000033045	1568	
ENSGALG00000033045	691	
ENSGALG00000036487	164	
ENSGALG00000036487	164	
ENSGALG00000035222	570	
ENSGALG00000035222	570	
ENSGALG00000037782	583	
ENSGALG00000037782	583	
ENSGALG00000037782	480	
ENSGALG00000037782	480	
ENSGALG00000037782	504	
ENSGALG00000037782	504	
ENSGALG00000041715	734	
ENSGALG00000041715	734	
ENSGALG00000042747	1738	
ENSGALG00000042747	1738	
ENSGALG00000033457	1170	
ENSGALG00000033457	1170	
ENSGALG00000038451	1865	
ENSGALG00000038451	1865	
ENSGALG00000038066	454	
ENSGALG00000038066	454	
ENSGALG00000032255	1600	
ENSGALG00000032255	1600	
ENSGALG00000037481	1047	
ENSGALG00000037481	1693	
ENSGALG00000037481	1047	
ENSGALG00000037481	1693	
ENSGALG00000024395	1473	
ENSGALG00000024395	1473	
ENSGALG00000038662	941	
ENSGALG00000038662	941	
ENSGALG00000043385	357	
ENSGALG00000043385	357	
ENSGALG00000035922	615	
ENSGALG00000035922	685	
ENSGALG00000035922	1661	
ENSGALG00000035922	615	
ENSGALG00000035922	685	
ENSGALG00000035922	1661	
ENSGALG00000032426	1421	
ENSGALG00000032426	1421	
ENSGALG00000038434	134	
ENSGALG00000038434	134	
ENSGALG00000040618	840	
ENSGALG00000040618	840	
