am_gene_id	transcript_id	protein_id	gene_symbol	gene_name	
AMISG022377	AMIST033844|AMIST033845	AMISP033844|AMISP033845	AMISG022377	AMISG022377 uncharacterized protein	
AMISG022378	AMIST033846	AMISP033846	AMISG022378	AMISG022378 uncharacterized protein	
AMISG022379	AMIST033847|AMIST033848|AMIST033849|AMIST033850	AMISP033847|AMISP033848|AMISP033849|AMISP033850	TCLEC2D	C-type lectin domain family 2	
AMISG022380	AMIST033851|AMIST033852	AMISP033851|AMISP033852	AMISG022380	AMISG022380 uncharacterized protein	
AMISG022381	AMIST033853	AMISP033853	KCNB2	potassium voltage-gated channel	
AMISG022382	AMIST033854	AMISP033854	AMISG022382	AMISG022382 uncharacterized protein	
AMISG022383	AMIST033855	AMISP033855	SLITRK5	SLIT and NTRK-like family	
AMISG022384	AMIST033856	AMISP033856	AMISG022384	AMISG022384 uncharacterized protein	
AMISG022385	AMIST033857|AMIST033858	AMISP033857|AMISP033858	AMISG022385	AMISG022385 uncharacterized protein	
AMISG022386	AMIST033859	AMISP033859	AMISG022386	AMISG022386 uncharacterized protein	
AMISG022387	AMIST033860|AMIST033861	AMISP033860|AMISP033861	FOXC2	forkhead box C2 (MFH-1	
AMISG022388	AMIST033862|AMIST033863|AMIST033864|AMIST033865	AMISP033862|AMISP033863|AMISP033864|AMISP033865	MTHFSD	methenyltetrahydrofolate synthetase domain containing	
AMISG022389	AMIST033866	AMISP033866	FOXF1	forkhead box F1	
AMISG022390	AMIST033867	AMISP033867	AMISG022390	AMISG022390 uncharacterized protein	
AMISG022391	AMIST033868	AMISP033868	AMISG022391	AMISG022391 uncharacterized protein	
AMISG022392	AMIST033869|AMIST033870|AMIST033871	AMISP033869|AMISP033870|AMISP033871	IRF8	interferon regulatory factor 8	
AMISG022393	AMIST033872	AMISP033872	DUSP22A	dual specificity phosphatase 22a	
AMISG022394	AMIST033873|AMIST033874	AMISP033873|AMISP033874	COX4I1	cytochrome c oxidase subunit IV isoform 1	
AMISG022395	AMIST033875	AMISP033875	EMC8	ER membrane protein complex subunit 8	
AMISG022396	AMIST033876	AMISP033876	C16ORF74L	similar to human C16orf74	
AMISG022397	AMIST033877	AMISP033877	GINS2	GINS complex subunit 2 (Psf2 homolog)	
AMISG022398	AMIST033878|AMIST033879|AMIST033880	AMISP033878|AMISP033879|AMISP033880	GSE1	Gse1 coiled-coil protein	
AMISG022399	AMIST033881|AMIST033882|AMIST033883	AMISP033881|AMISP033882|AMISP033883	FAM92B	family with sequence similarity 92	
AMISG022400	AMIST033884	AMISP033884	LOC100485117L	similar to western clawed frog LOC100485117 (Meckelin-like)	
AMISG022401	AMIST033885|AMIST033886|AMIST033887|AMIST033888	AMISP033885|AMISP033886|AMISP033887|AMISP033888	KIAA0513	KIAA0513	
AMISG022402	AMIST033889|AMIST033890	AMISP033889|AMISP033890	AMISG022402	AMISG022402 uncharacterized protein	
AMISG022403	AMIST033891|AMIST033892	AMISP033891|AMISP033892	AMISG022403	AMISG022403 uncharacterized protein	
AMISG022404	AMIST033893	AMISP033893	FBXO31	F-box protein 31	
AMISG022405	AMIST033894	AMISP033894	AMISG022405	AMISG022405 uncharacterized protein	
AMISG022406	AMIST033895	AMISP033895	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta	
AMISG022407	AMIST033896|AMIST033897|AMIST033898	AMISP033896|AMISP033897|AMISP033898	ZCCHC14	zinc finger	
AMISG022408	AMIST033899	AMISP033899	JPH3	junctophilin 3	
AMISG022409	AMIST033900|AMIST033901|AMIST033902	AMISP033900|AMISP033901|AMISP033902	LOC100558851L	similar to green anole LOC100558851 (ovostatin-like)	
AMISG022410	AMIST033903	AMISP033903	AMISG022410	AMISG022410 uncharacterized protein	
AMISG022411	AMIST033904|AMIST033905	AMISP033904|AMISP033905	AMISG022411	AMISG022411 uncharacterized protein	
AMISG022412	AMIST033906|AMIST033907|AMIST033908|AMIST033909	AMISP033906|AMISP033907|AMISP033908|AMISP033909	SCN5A	sodium channel	
AMISG022413	AMIST033910|AMIST033911|AMIST033912	AMISP033910|AMISP033911|AMISP033912	LRRTM3	leucine rich repeat transmembrane neuronal 3	
AMISG022414	AMIST033913	AMISP033913	AMISG022414	AMISG022414 uncharacterized protein	
AMISG022415	AMIST033914|AMIST033915|AMIST033916|AMIST033917|AMIST033918	AMISP033914|AMISP033915|AMISP033916|AMISP033917|AMISP033918	LOC100857543L	similar to chicken LOC100857543 (uncharacterized LOC100857543)	
AMISG022416	AMIST033919|AMIST033920|AMIST033921	AMISP033919|AMISP033920|AMISP033921	CEP135	centrosomal protein 135kDa	
AMISG022417	AMIST033922|AMIST033923	AMISP033922|AMISP033923	EXOC1	exocyst complex component 1	
AMISG022418	AMIST033924	AMISP033924	GM7271	predicted gene 7271	
AMISG022419	AMIST033925|AMIST033926|AMIST033927|AMIST033928|AMIST033929	AMISP033925|AMISP033926|AMISP033927|AMISP033928|AMISP033929	AMISG022419	AMISG022419 uncharacterized protein	
AMISG022420	AMIST033930	AMISP033930	AMISG022420	AMISG022420 uncharacterized protein	
AMISG022421	AMIST033931	AMISP033931	AMISG022421	AMISG022421 uncharacterized protein	
AMISG022422	AMIST033932	AMISP033932	AMISG022422	AMISG022422 uncharacterized protein	
AMISG022423	AMIST033933	AMISP033933	AMISG022423	AMISG022423 uncharacterized protein	
AMISG022424	AMIST033934|AMIST033935	AMISP033934|AMISP033935	CCNF	cyclin F	
AMISG022425	AMIST033936|AMIST033937|AMIST033938|AMIST033939	AMISP033936|AMISP033937|AMISP033938|AMISP033939	VRK3	vaccinia related kinase 3	
AMISG022426	AMIST033940	AMISP033940	ABCA3	ATP-binding cassette	
AMISG022427	AMIST033941|AMIST033942|AMIST033943	AMISP033941|AMISP033942|AMISP033943	FAM195A	family with sequence similarity 195	
AMISG022428	AMIST033944	AMISP033944	LOC100557334L	similar to green anole LOC100557334 (UPF0585 protein C16orf13 homolog)	
AMISG022429	AMIST033945	AMISP033945	WFIKKN1	WAP	
AMISG022430	AMIST033946	AMISP033946	PIGQ	phosphatidylinositol glycan anchor biosynthesis	
AMISG022431	AMIST033947	AMISP033947	NHLRC4	NHL repeat containing 4	
AMISG022432	AMIST033948	AMISP033948	NHLRC4	NHL repeat containing 4	
AMISG022433	AMIST033949	AMISP033949	SOLH	small optic lobes homolog (Drosophila)	
AMISG022434	AMIST033950	AMISP033950	RAB11FIP3	RAB11 family interacting protein 3 (class II)	
AMISG022435	AMIST033951	AMISP033951	AMISG022435	AMISG022435 uncharacterized protein	
AMISG022436	AMIST033952|AMIST033953	AMISP033952|AMISP033953	MATR3	matrin 3	
AMISG022437	AMIST033954	AMISP033954	PAIP2	poly(A) binding protein interacting protein 2	
AMISG022438	AMIST033955	AMISP033955	SLC23A1	solute carrier family 23 (nucleobase transporters)	
AMISG022439	AMIST033956|AMIST033957	AMISP033956|AMISP033957	AMISG022439	AMISG022439 uncharacterized protein	
AMISG022440	AMIST033958	AMISP033958	MZB1	marginal zone B and B1 cell-specific protein	
AMISG022441	AMIST033959	AMISP033959	SPATA24	spermatogenesis associated 24	
AMISG022442	AMIST033960	AMISP033960	DNAJC18	DnaJ (Hsp40) homolog	
AMISG022443	AMIST033961|AMIST033962|AMIST033963	AMISP033961|AMISP033962|AMISP033963	AMISG022443	AMISG022443 uncharacterized protein	
AMISG022444	AMIST033964|AMIST033965	AMISP033964|AMISP033965	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator	
AMISG022445	AMIST033966	AMISP033966	LPAR1	lysophosphatidic acid receptor 1	
AMISG022446	AMIST033967|AMIST033968	AMISP033967|AMISP033968	MUSK	muscle	
AMISG022447	AMIST033969	AMISP033969	COX18	COX18 cytochrome c oxidase assembly homolog (S. cerevisiae)	
AMISG022448	AMIST033970|AMIST033971|AMIST033972|AMIST033973	AMISP033970|AMISP033971|AMISP033972|AMISP033973	ANKRD17	ankyrin repeat domain 17	
AMISG022449	AMIST033974	AMISP033974	AMISG022449	AMISG022449 uncharacterized protein	
AMISG022450	AMIST033975	AMISP033975	AMISG022450	AMISG022450 uncharacterized protein	
AMISG022451	AMIST033976	AMISP033976	AMISG022451	AMISG022451 uncharacterized protein	
AMISG022452	AMIST033977	AMISP033977	AMISG022452	AMISG022452 uncharacterized protein	
AMISG022453	AMIST033978|AMIST033979	AMISP033978|AMISP033979	CILP	cartilage intermediate layer protein	
AMISG022454	AMIST033980	AMISP033980	MTFMT	mitochondrial methionyl-tRNA formyltransferase	
AMISG022455	AMIST033981	AMISP033981	OSTBETA	organic solute transporter beta	
AMISG022456	AMIST033982	AMISP033982	RASL12	RAS-like	
AMISG022457	AMIST033983|AMIST033984|AMIST033985	AMISP033983|AMISP033984|AMISP033985	AMISG022457	AMISG022457 uncharacterized protein	
AMISG022458	AMIST033986	AMISP033986	KBTBD13	kelch repeat and BTB (POZ) domain containing 13	
AMISG022459	AMIST033987|AMIST033988	AMISP033987|AMISP033988	UBAP1L	ubiquitin associated protein 1-like	
AMISG022460	AMIST033989	AMISP033989	PDCD7	programmed cell death 7	
AMISG022461	AMIST033990	AMISP033990	CLPX	ClpX caseinolytic peptidase X homolog (E. coli)	
AMISG022462	AMIST033991|AMIST033992	AMISP033991|AMISP033992	SPG21	spastic paraplegia 21 (autosomal recessive	
AMISG022463	AMIST033993	AMISP033993	ANKDD1A	ankyrin repeat and death domain containing 1A	
AMISG022464	AMIST033994|AMIST033995	AMISP033994|AMISP033995	AMISG022464	AMISG022464 uncharacterized protein	
AMISG022465	AMIST033996|AMIST033997	AMISP033996|AMISP033997	AMISG022465	AMISG022465 uncharacterized protein	
AMISG022466	AMIST033998	AMISP033998	AMISG022466	AMISG022466 uncharacterized protein	
AMISG022467	AMIST033999	AMISP033999	AMISG022467	AMISG022467 uncharacterized protein	
AMISG022468	AMIST034000|AMIST034001	AMISP034000|AMISP034001	AMISG022468	AMISG022468 uncharacterized protein	
AMISG022469	AMIST034002	AMISP034002	CCNG2	cyclin G2	
AMISG022470	AMIST034003	AMISP034003	AMISG022470	AMISG022470 uncharacterized protein	
AMISG022471	AMIST034004	AMISP034004	AMISG022471	AMISG022471 uncharacterized protein	
AMISG022472	AMIST034005|AMIST034006|AMIST034007	AMISP034005|AMISP034006|AMISP034007	AMISG022472	AMISG022472 uncharacterized protein	
AMISG022473	AMIST034008	AMISP034008	AMISG022473	AMISG022473 uncharacterized protein	
AMISG022474	AMIST034009	AMISP034009	AMISG022474	AMISG022474 uncharacterized protein	
AMISG022475	AMIST034010|AMIST034011|AMIST034012	AMISP034010|AMISP034011|AMISP034012	EMP1	epithelial membrane protein 1	
AMISG022476	AMIST034013|AMIST034014|AMIST034015|AMIST034016|AMIST034017|AMIST034018	AMISP034013|AMISP034014|AMISP034015|AMISP034016|AMISP034017|AMISP034018	AMISG022476	AMISG022476 uncharacterized protein	
AMISG022477	AMIST034019	AMISP034019	GRIN2B	glutamate receptor	
AMISG022478	AMIST034020	AMISP034020	AMISG022478	AMISG022478 uncharacterized protein	
AMISG022479	AMIST034021	AMISP034021	AMISG022479	AMISG022479 uncharacterized protein	
AMISG022480	AMIST034022|AMIST034023|AMIST034024	AMISP034022|AMISP034023|AMISP034024	ATF7IP	activating transcription factor 7 interacting protein	
AMISG022481	AMIST034025	AMISP034025	PLBD1	phospholipase B domain containing 1	
AMISG022482	AMIST034026|AMIST034027	AMISP034026|AMISP034027	GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	
AMISG022483	AMIST034028	AMISP034028	TTC26	tetratricopeptide repeat domain 26	
AMISG022484	AMIST034029	AMISP034029	TTC26	tetratricopeptide repeat domain 26	
AMISG022485	AMIST034030	AMISP034030	C7ORF55L	similar to chicken C7ORF55	
AMISG022486	AMIST034031	AMISP034031	LUC7L2	LUC7-like 2 (S. cerevisiae)	
AMISG022487	AMIST034032	AMISP034032	SI:DKEY-61P9.6L	similar to zebrafish si:dkey-61p9.6	
AMISG022488	AMIST034033	AMISP034033	POLDIP3	polymerase (DNA-directed)	
AMISG022489	AMIST034034	AMISP034034	SERHL2	serine hydrolase-like 2	
AMISG022490	AMIST034035|AMIST034036	AMISP034035|AMISP034036	NFAM1	NFAT activating protein with ITAM motif 1	
AMISG022491	AMIST034037	AMISP034037	AMISG022491	AMISG022491 uncharacterized protein	
AMISG022492	AMIST034038	AMISP034038	TCF20	transcription factor 20 (AR1)	
AMISG022493	AMIST034039	AMISP034039	AMISG022493	AMISG022493 uncharacterized protein	
AMISG022494	AMIST034040|AMIST034041|AMIST034042	AMISP034040|AMISP034041|AMISP034042	DIAPH3	diaphanous homolog 3 (Drosophila)	
AMISG022495	AMIST034043	AMISP034043	MRPS5	mitochondrial ribosomal protein S5	
AMISG022496	AMIST034044	AMISP034044	AMISG022496	AMISG022496 uncharacterized protein	
AMISG022497	AMIST034045	AMISP034045	LOC100564666L	similar to anole LOC100564666 (SH3 and multiple ankyrin repeat domains protein 2-like)	
AMISG022498	AMIST034046	AMISP034046	AMISG022498	AMISG022498 uncharacterized protein	
AMISG022499	AMIST034047	AMISP034047	LOC424523L	similar to chicken LOC424523 (epithelial chloride channel protein-like)	
AMISG022500	AMIST034048	AMISP034048	AMISG022500	AMISG022500 uncharacterized protein	
AMISG022501	AMIST034049|AMIST034050|AMIST034051|AMIST034052	AMISP034049|AMISP034050|AMISP034051|AMISP034052	KCNU1	potassium channel	
AMISG022502	AMIST034053	AMISP034053	GIMD1	GIMAP family P-loop NTPase domain containing 1	
AMISG022503	AMIST034054	AMISP034054	AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	
AMISG022504	AMIST034055	AMISP034055	TBCK	TBC1 domain containing kinase	
AMISG022505	AMIST034056	AMISP034056	AMISG022505	AMISG022505 uncharacterized protein	
AMISG022506	AMIST034057|AMIST034058	AMISP034057|AMISP034058	AMISG022506	AMISG022506 uncharacterized protein	
AMISG022507	AMIST034059	AMISP034059	AMISG022507	AMISG022507 uncharacterized protein	
AMISG022508	AMIST034060	AMISP034060	AMISG022508	AMISG022508 uncharacterized protein	
AMISG022509	AMIST034061|AMIST034062	AMISP034061|AMISP034062	SOX3	SRY (sex determining region Y)-box 3	
AMISG022510	AMIST034063|AMIST034064	AMISP034063|AMISP034064	AMISG022510	AMISG022510 uncharacterized protein	
AMISG022511	AMIST034065	AMISP034065	AMISG022511	AMISG022511 uncharacterized protein	
AMISG022512	AMIST034066	AMISP034066	AMISG022512	AMISG022512 uncharacterized protein	
AMISG022513	AMIST034067	AMISP034067	AMISG022513	AMISG022513 uncharacterized protein	
AMISG022514	AMIST034068	AMISP034068	AMISG022514	AMISG022514 uncharacterized protein	
AMISG022515	AMIST034069|AMIST034070	AMISP034069|AMISP034070	MRPS18A	mitochondrial ribosomal protein S18A	
AMISG022516	AMIST034071|AMIST034072	AMISP034071|AMISP034072	RSPH9	radial spoke head 9 homolog (Chlamydomonas)	
AMISG022517	AMIST034073|AMIST034074	AMISP034073|AMISP034074	LOC421447L	similar to chicken LOC421447 (epoxide hydrolase 1-like)	
AMISG022518	AMIST034075	AMISP034075	MAD2L1BP	MAD2L1 binding protein	
AMISG022519	AMIST034076	AMISP034076	GTPBP2	GTP binding protein 2	
AMISG022520	AMIST034077	AMISP034077	POLH	polymerase (DNA directed)	
AMISG022521	AMIST034078|AMIST034079	AMISP034078|AMISP034079	XPO5	exportin 5	
AMISG022522	AMIST034080	AMISP034080	POLR1C	polymerase (RNA) I polypeptide C	
AMISG022523	AMIST034081	AMISP034081	YIPF3	Yip1 domain family	
AMISG022524	AMIST034082|AMIST034083|AMIST034084	AMISP034082|AMISP034083|AMISP034084	LRRC73	leucine rich repeat containing 73	
AMISG022525	AMIST034085|AMIST034086	AMISP034085|AMISP034086	TJAP1	tight junction associated protein 1 (peripheral)	
AMISG022526	AMIST034087	AMISP034087	AMISG022526	AMISG022526 uncharacterized protein	
AMISG022527	AMIST034088	AMISP034088	ABCC10	ATP-binding cassette	
AMISG022528	AMIST034089|AMIST034090	AMISP034089|AMISP034090	FAM214B	family with sequence similarity 214	
AMISG022529	AMIST034091	AMISP034091	PIGO	phosphatidylinositol glycan anchor biosynthesis	
AMISG022530	AMIST034092|AMIST034093	AMISP034092|AMISP034093	VCP	valosin containing protein	
AMISG022531	AMIST034094	AMISP034094	AMISG022531	AMISG022531 uncharacterized protein	
AMISG022532	AMIST034095|AMIST034096|AMIST034097|AMIST034098	AMISP034095|AMISP034096|AMISP034097|AMISP034098	DNAJB5	DnaJ (Hsp40) homolog	
AMISG022533	AMIST034099	AMISP034099	KIAA1045	KIAA1045	
AMISG022534	AMIST034100|AMIST034101	AMISP034100|AMISP034101	GPR123	G protein-coupled receptor 123	
AMISG022535	AMIST034102	AMISP034102	ADIRF	adipogenesis regulatory factor	
AMISG022536	AMIST034103	AMISP034103	GLUD1	glutamate dehydrogenase 1	
AMISG022537	AMIST034104|AMIST034105|AMIST034106	AMISP034104|AMISP034105|AMISP034106	FAM35A	family with sequence similarity 35	
AMISG022538	AMIST034107	AMISP034107	SYT15	synaptotagmin XV	
AMISG022539	AMIST034108	AMISP034108	AMISG022539	AMISG022539 uncharacterized protein	
AMISG022540	AMIST034109|AMIST034110	AMISP034109|AMISP034110	GPRIN2	G protein regulated inducer of neurite outgrowth 2	
AMISG022541	AMIST034111|AMIST034112|AMIST034113	AMISP034111|AMISP034112|AMISP034113	NCOA4	nuclear receptor coactivator 4	
AMISG022542	AMIST034114	AMISP034114	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	
AMISG022543	AMIST034115	AMISP034115	PARG	poly (ADP-ribose) glycohydrolase	
AMISG022544	AMIST034116	AMISP034116	OGDHL	oxoglutarate dehydrogenase-like	
AMISG022545	AMIST034117	AMISP034117	AMISG022545	AMISG022545 uncharacterized protein	
AMISG022546	AMIST034118	AMISP034118	LOC100485377L	similar to western clawed frog LOC100485377 (UPF0728 protein C10orf53 homolog)	
AMISG022547	AMIST034119	AMISP034119	CHAT	choline O-acetyltransferase	
AMISG022548	AMIST034120	AMISP034120	SLC18A3	solute carrier family 18 (vesicular acetylcholine)	
AMISG022549	AMIST034121	AMISP034121	RGR	retinal G protein coupled receptor	
AMISG022550	AMIST034122	AMISP034122	LRIT2	leucine-rich repeat	
AMISG022551	AMIST034123|AMIST034124|AMIST034125	AMISP034123|AMISP034124|AMISP034125	CDHR1	cadherin-related family member 1	
AMISG022552	AMIST034126	AMISP034126	AMISG022552	AMISG022552 uncharacterized protein	
AMISG022553	AMIST034127	AMISP034127	GHITM	growth hormone inducible transmembrane protein	
AMISG022554	AMIST034128	AMISP034128	AMISG022554	AMISG022554 uncharacterized protein	
AMISG022555	AMIST034129	AMISP034129	AMISG022555	AMISG022555 uncharacterized protein	
AMISG022556	AMIST034130	AMISP034130	AMISG022556	AMISG022556 uncharacterized protein	
AMISG022557	AMIST034131	AMISP034131	AMISG022557	AMISG022557 uncharacterized protein	
AMISG022558	AMIST034132	AMISP034132	AMISG022558	AMISG022558 uncharacterized protein	
AMISG022559	AMIST034133	AMISP034133	AMISG022559	AMISG022559 uncharacterized protein	
AMISG022560	AMIST034134|AMIST034135	AMISP034134|AMISP034135	AKTIP	AKT interacting protein	
AMISG022561	AMIST034136|AMIST034137	AMISP034136|AMISP034137	RBL2	retinoblastoma-like 2 (p130)	
AMISG022562	AMIST034138|AMIST034139|AMIST034140	AMISP034138|AMISP034139|AMISP034140	CHD9	chromodomain helicase DNA binding protein 9	
AMISG022563	AMIST034141	AMISP034141	AMISG022563	AMISG022563 uncharacterized protein	
AMISG022564	AMIST034142	AMISP034142	AMISG022564	AMISG022564 uncharacterized protein	
AMISG022565	AMIST034143	AMISP034143	AMISG022565	AMISG022565 uncharacterized protein	
AMISG022566	AMIST034144	AMISP034144	AMISG022566	AMISG022566 uncharacterized protein	
AMISG022567	AMIST034145|AMIST034146	AMISP034145|AMISP034146	AMISG022567	AMISG022567 uncharacterized protein	
AMISG022568	AMIST034147|AMIST034148	AMISP034147|AMISP034148	LOC100564436L	similar to anole LOC100564436 (e3 ubiquitin-protein ligase Topors-like)	
AMISG022569	AMIST034149	AMISP034149	AMISG022569	AMISG022569 uncharacterized protein	
AMISG022570	AMIST034150|AMIST034151	AMISP034150|AMISP034151	OFCC1	orofacial cleft 1 candidate 1	
AMISG022571	AMIST034152	AMISP034152	AMISG022571	AMISG022571 uncharacterized protein	
AMISG022572	AMIST034153|AMIST034154	AMISP034153|AMISP034154	AMISG022572	AMISG022572 uncharacterized protein	
AMISG022573	AMIST034155|AMIST034156	AMISP034155|AMISP034156	CCDC6	coiled-coil domain containing 6	
AMISG022574	AMIST034157	AMISP034157	AMISG022574	AMISG022574 uncharacterized protein	
AMISG022575	AMIST034158	AMISP034158	CD38	CD38 molecule	
AMISG022576	AMIST034159	AMISP034159	FGFBP1	fibroblast growth factor binding protein 1	
AMISG022577	AMIST034160	AMISP034160	FGFBP2	fibroblast growth factor binding protein 2	
AMISG022578	AMIST034161	AMISP034161	PROM1	prominin 1	
AMISG022579	AMIST034162	AMISP034162	AMISG022579	AMISG022579 uncharacterized protein	
AMISG022580	AMIST034163	AMISP034163	AMISG022580	AMISG022580 uncharacterized protein	
AMISG022581	AMIST034164	AMISP034164	AMISG022581	AMISG022581 uncharacterized protein	
AMISG022582	AMIST034165	AMISP034165	ACCN1	amiloride-sensitive cation channel 1	
AMISG022583	AMIST034166	AMISP034166	OR4N2	olfactory receptor	
AMISG022584	AMIST034167	AMISP034167	AMISG022584	AMISG022584 uncharacterized protein	
AMISG022585	AMIST034168|AMIST034169	AMISP034168|AMISP034169	NTM	neurotrimin	
AMISG022586	AMIST034170	AMISP034170	AMISG022586	AMISG022586 uncharacterized protein	
AMISG022587	AMIST034171	AMISP034171	AMISG022587	AMISG022587 uncharacterized protein	
AMISG022588	AMIST034172	AMISP034172	MEI4	meiosis-specific	
AMISG022589	AMIST034173	AMISP034173	PRLHR	prolactin releasing hormone receptor	
AMISG022590	AMIST034174	AMISP034174	AMISG022590	AMISG022590 uncharacterized protein	
AMISG022591	AMIST034175	AMISP034175	AMISG022591	AMISG022591 uncharacterized protein	
AMISG022592	AMIST034176	AMISP034176	AMISG022592	AMISG022592 uncharacterized protein	
AMISG022593	AMIST034177|AMIST034178	AMISP034177|AMISP034178	AMISG022593	AMISG022593 uncharacterized protein	
AMISG022594	AMIST034179	AMISP034179	AMISG022594	AMISG022594 uncharacterized protein	
AMISG022595	AMIST034180|AMIST034181	AMISP034180|AMISP034181	SGK223	homolog of rat pragma of Rnd2	
AMISG022596	AMIST034182	AMISP034182	DCTN6	dynactin 6	
AMISG022597	AMIST034183	AMISP034183	AMISG022597	AMISG022597 uncharacterized protein	
AMISG022598	AMIST034184	AMISP034184	RBPMS	RNA binding protein with multiple splicing	
AMISG022599	AMIST034185	AMISP034185	AMISG022599	AMISG022599 uncharacterized protein	
AMISG022600	AMIST034186|AMIST034187	AMISP034186|AMISP034187	CHMP4B	chromatin modifying protein 4B	
AMISG022601	AMIST034188	AMISP034188	ZNF341	zinc finger protein 341	
AMISG022602	AMIST034189	AMISP034189	PXMP4	peroxisomal membrane protein 4	
AMISG022603	AMIST034190	AMISP034190	AMISG022603	AMISG022603 uncharacterized protein	
AMISG022604	AMIST034191	AMISP034191	AMISG022604	AMISG022604 uncharacterized protein	
AMISG022605	AMIST034192|AMIST034193	AMISP034192|AMISP034193	LOC100562778L	similar to anole LOC100562778 (NTPase KAP family P-loop domain-containing protein 1-like)	
AMISG022606	AMIST034194	AMISP034194	AMISG022606	AMISG022606 uncharacterized protein	
AMISG022607	AMIST034195|AMIST034196	AMISP034195|AMISP034196	EGR2	early growth response 2 (Krox-20 homolog)	
AMISG022608	AMIST034197|AMIST034198	AMISP034197|AMISP034198	ADO	2-aminoethanethiol (cysteamine) dioxygenase	
AMISG022609	AMIST034199	AMISP034199	AMISG022609	AMISG022609 uncharacterized protein	
AMISG022610	AMIST034200	AMISP034200	AMISG022610	AMISG022610 uncharacterized protein	
AMISG022611	AMIST034201	AMISP034201	AMISG022611	AMISG022611 uncharacterized protein	
AMISG022612	AMIST034202|AMIST034203|AMIST034204|AMIST034205	AMISP034202|AMISP034203|AMISP034204|AMISP034205	AMISG022612	AMISG022612 uncharacterized protein	
AMISG022613	AMIST034206	AMISP034206	NANOS1	nanos homolog 1 (Drosophila)	
AMISG022614	AMIST034207|AMIST034208	AMISP034207|AMISP034208	CACUL1	CDK2-associated	
AMISG022615	AMIST034209|AMIST034210|AMIST034211	AMISP034209|AMISP034210|AMISP034211	AMISG022615	AMISG022615 uncharacterized protein	
AMISG022616	AMIST034212	AMISP034212	PSMB10	proteasome (prosome	
AMISG022617	AMIST034213	AMISP034213	AMISG022617	AMISG022617 uncharacterized protein	
AMISG022618	AMIST034214|AMIST034215	AMISP034214|AMISP034215	KLRF2	killer cell lectin-like receptor subfamily F	
AMISG022619	AMIST034216	AMISP034216	AMISG022619	AMISG022619 uncharacterized protein	
AMISG022620	AMIST034217	AMISP034217	AMISG022620	AMISG022620 uncharacterized protein	
AMISG022621	AMIST034218	AMISP034218	KLHL29	kelch-like family member 29	
AMISG022622	AMIST034219	AMISP034219	AMISG022622	AMISG022622 uncharacterized protein	
AMISG022623	AMIST034220	AMISP034220	KLHL29	kelch-like 29 (Drosophila)	
AMISG022624	AMIST034221|AMIST034222|AMIST034223|AMIST034224	AMISP034221|AMISP034222|AMISP034223|AMISP034224	ATAD2B	ATPase family	
AMISG022625	AMIST034225	AMISP034225	AMISG022625	AMISG022625 uncharacterized protein	
AMISG022626	AMIST034226|AMIST034227	AMISP034226|AMISP034227	PTP4A3	protein tyrosine phosphatase type IVA	
AMISG022627	AMIST034228	AMISP034228	TRPN1	transient receptor potential cation channel	
AMISG022628	AMIST034229	AMISP034229	GPR20	G protein-coupled receptor 20	
AMISG022629	AMIST034230	AMISP034230	AMISG022629	AMISG022629 uncharacterized protein	
AMISG022630	AMIST034231|AMIST034232	AMISP034231|AMISP034232	SLC45A4	solute carrier family 45	
AMISG022631	AMIST034233	AMISP034233	DENND3	DENN/MADD domain containing 3	
AMISG022632	AMIST034234|AMIST034235|AMIST034236|AMIST034237	AMISP034234|AMISP034235|AMISP034236|AMISP034237	TECTA	tectorin alpha	
AMISG022633	AMIST034238	AMISP034238	MCTP1	multiple C2 domains	
AMISG022634	AMIST034239	AMISP034239	AMISG022634	AMISG022634 uncharacterized protein	
AMISG022635	AMIST034240	AMISP034240	ANKRD32	ankyrin repeat domain 32	
AMISG022636	AMIST034241|AMIST034242	AMISP034241|AMISP034242	AMISG022636	AMISG022636 uncharacterized protein	
AMISG022637	AMIST034243	AMISP034243	AMISG022637	AMISG022637 uncharacterized protein	
AMISG022638	AMIST034244|AMIST034245	AMISP034244|AMISP034245	ARL4C	ADP-ribosylation factor-like 4C	
AMISG022639	AMIST034246|AMIST034247|AMIST034248	AMISP034246|AMISP034247|AMISP034248	TNC	tenascin C	
AMISG022640	AMIST034249|AMIST034250	AMISP034249|AMISP034250	TNFSF15	tumor necrosis factor (ligand) superfamily	
AMISG022641	AMIST034251	AMISP034251	AMISG022641	AMISG022641 uncharacterized protein	
AMISG022642	AMIST034252|AMIST034253	AMISP034252|AMISP034253	C17H9ORF91L	similar to chicken C17H9ORF91	
AMISG022643	AMIST034254	AMISP034254	ATP6V1G1	ATPase	
AMISG022644	AMIST034255|AMIST034256	AMISP034255|AMISP034256	AMISG022644	AMISG022644 uncharacterized protein	
AMISG022645	AMIST034257	AMISP034257	AMISG022645	AMISG022645 uncharacterized protein	
AMISG022646	AMIST034258	AMISP034258	AMISG022646	AMISG022646 uncharacterized protein	
AMISG022647	AMIST034259	AMISP034259	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	
