am_gene_id	length_am
AMISG018669	3443
AMISG018670	4073.5
AMISG018671	1841
AMISG018672	897
AMISG018673	1794
AMISG018674	1030
AMISG018675	896
AMISG018676	2600.5
AMISG018677	4222.5
AMISG018678	2383
AMISG018679	1801.5
AMISG018680	4357
AMISG018681	1556
AMISG018682	2769.5
AMISG018683	3166.5
AMISG018684	2342
AMISG018685	16958.5
AMISG018686	2746
AMISG018687	3340.5
AMISG018688	1557
AMISG018689	978
AMISG018690	1364
AMISG018691	2080
AMISG018692	1360
AMISG018693	1249
AMISG018694	1039
AMISG018695	2194
AMISG018696	2620
AMISG018697	2297
AMISG018698	1015
AMISG018699	1934
AMISG018700	2506
AMISG018701	954
AMISG018702	2594
AMISG018703	1568
AMISG018704	936
AMISG018705	2440
AMISG018706	477
AMISG018707	997
AMISG018708	1570
AMISG018709	712
AMISG018710	3965
AMISG018711	992
AMISG018712	1547
AMISG018713	1131
AMISG018714	1817
AMISG018715	1855
AMISG018716	2054
AMISG018717	2031
AMISG018718	2199
AMISG018719	1741
AMISG018720	700
AMISG018721	2254
AMISG018722	1337
AMISG018723	1711
AMISG018724	409
AMISG018725	2239
AMISG018726	2504
AMISG018727	1371
AMISG018728	1076
AMISG018729	2188
AMISG018730	717
AMISG018731	1289
AMISG018732	2142
AMISG018733	714
AMISG018734	1593
AMISG018735	1349.5
AMISG018736	1279
AMISG018737	936
AMISG018738	2515
AMISG018739	631
AMISG018740	661
AMISG018741	3619
AMISG018742	2540
AMISG018743	2859
AMISG018744	2920
AMISG018745	497
AMISG018746	2778
AMISG018747	3858
AMISG018748	3353.5
AMISG018749	2215
AMISG018750	996
AMISG018751	634
AMISG018752	1455
AMISG018753	1884
AMISG018754	720
AMISG018755	944
AMISG018756	485
AMISG018757	971
AMISG018758	2225.5
AMISG018759	928
AMISG018760	1550
AMISG018761	1499
AMISG018762	3116
AMISG018763	1353.5
AMISG018764	1751
AMISG018765	3088.5
AMISG018766	2533
AMISG018767	1539
AMISG018768	711
AMISG018769	1021
AMISG018770	1587
AMISG018771	807
AMISG018772	5528.5
AMISG018773	1279
AMISG018774	1586
AMISG018775	3887
AMISG018776	1076
AMISG018777	872
AMISG018778	705
AMISG018779	440
AMISG018780	480.5
AMISG018781	1359
AMISG018782	6081
AMISG018783	2599.5
AMISG018784	1452
AMISG018785	2660
AMISG018786	2879
AMISG018787	1750
AMISG018788	1894
AMISG018789	509
AMISG018790	1307
AMISG018791	2172
AMISG018792	696
AMISG018793	1651
AMISG018794	1037
AMISG018795	1442
AMISG018796	1227
AMISG018797	3519
AMISG018798	843
AMISG018799	1950
AMISG018800	1599
AMISG018801	15085
AMISG018802	2996
AMISG018803	2918
AMISG018804	1013
AMISG018805	1934
AMISG018806	1479
AMISG018807	1544
AMISG018808	1167
AMISG018809	630
AMISG018810	1422.5
AMISG018811	849
AMISG018812	684
AMISG018813	1427
AMISG018814	1072
AMISG018815	897
AMISG018816	4595
AMISG018817	1409
AMISG018818	985
AMISG018819	5338
AMISG018820	840
AMISG018821	2403
AMISG018822	622
AMISG018823	1229
AMISG018824	4444
AMISG018825	5246.5
AMISG018826	844
AMISG018827	1645
AMISG018828	501
AMISG018829	1538.5
AMISG018830	4656
AMISG018831	1293
AMISG018832	615
AMISG018833	1235
AMISG018834	1112
AMISG018835	1962
AMISG018836	1777
AMISG018837	1743
AMISG018838	2162
AMISG018839	798
AMISG018840	764
AMISG018841	4456
AMISG018842	1155
AMISG018843	1346
AMISG018844	1627
AMISG018845	1713.5
AMISG018846	1590
AMISG018847	1898
AMISG018848	1265
AMISG018849	2830
AMISG018850	3047
AMISG018851	2545.5
AMISG018852	1446
AMISG018853	2439
AMISG018854	397
AMISG018855	3314
AMISG018856	4309
AMISG018857	3763
AMISG018858	4891.5
AMISG018859	864
AMISG018860	2394
AMISG018861	1959
AMISG018862	1498
AMISG018863	3816
AMISG018864	1131
AMISG018865	3903
AMISG018866	862
AMISG018867	475
AMISG018868	788
AMISG018869	422
AMISG018870	4281
AMISG018871	1654.5
AMISG018872	996
AMISG018873	1460
AMISG018874	1022
AMISG018875	1438
AMISG018876	1465
AMISG018877	721
AMISG018878	522
AMISG018879	592
AMISG018880	701
AMISG018881	573
AMISG018882	1714
AMISG018883	940
AMISG018884	829
AMISG018885	1835
AMISG018886	1920
AMISG018887	3226.5
AMISG018888	891
AMISG018889	1080
AMISG018890	592
AMISG018891	798
AMISG018892	4063
AMISG018893	2006
AMISG018894	1083.5
AMISG018895	1935
AMISG018896	3506.5
AMISG018897	2121
AMISG018898	1358
AMISG018899	936
AMISG018900	1721.5
AMISG018901	2343
AMISG018902	1267
AMISG018903	3460
AMISG018904	1929
AMISG018905	1376
AMISG018906	1887
AMISG018907	558
AMISG018908	2424
AMISG018909	1867
AMISG018910	893
AMISG018911	872
AMISG018912	1866
AMISG018913	862
AMISG018914	3820
AMISG018915	4167
AMISG018916	1717
AMISG018917	1588
AMISG018918	1621
AMISG018919	1549
AMISG018920	6414.5
AMISG018921	1896
AMISG018922	2008
AMISG018923	889
AMISG018924	3799
AMISG018925	576
AMISG018926	2119
AMISG018927	928.5
AMISG018928	1692
AMISG018929	881
AMISG018930	1593
AMISG018931	764
AMISG018932	1130
AMISG018933	1462
AMISG018934	2195
AMISG018935	3744
AMISG018936	2952.5
AMISG018937	1552
AMISG018938	1369
AMISG018939	1402
AMISG018940	1985
AMISG018941	673.5
AMISG018942	1516
AMISG018943	2446
AMISG018944	2489
AMISG018945	4083
AMISG018946	821.5
AMISG018947	2055
AMISG018948	4308
AMISG018949	1901
AMISG018950	723
AMISG018951	939.5
AMISG018952	1318
AMISG018953	758
AMISG018954	2243
AMISG018955	1911.5
AMISG018956	2299
AMISG018957	633
AMISG018958	1335
AMISG018959	1216.5
AMISG018960	937
AMISG018961	2468
AMISG018962	1514
AMISG018963	898
AMISG018964	545
AMISG018965	1579
AMISG018966	527
AMISG018967	971
AMISG018968	1727
AMISG018969	1042
AMISG018970	2827.5
AMISG018971	2625.5
AMISG018972	579
AMISG018973	1030
AMISG018974	1532
AMISG018975	3579.5
AMISG018976	1186
AMISG018977	777
AMISG018978	974
AMISG018979	2463.5
AMISG018980	841
AMISG018981	1020
AMISG018982	1226.5
AMISG018983	2528
AMISG018984	934
AMISG018985	2761
AMISG018986	892
AMISG018987	677
AMISG018988	872
AMISG018989	3587
AMISG018990	608
AMISG018991	1324
AMISG018992	680
AMISG018993	1733
AMISG018994	890
AMISG018995	4684.5
AMISG018996	1733.5
AMISG018997	594
AMISG018998	1563
AMISG018999	1276
AMISG019000	2006.5
AMISG019001	1971
AMISG019002	662
AMISG019003	1659
AMISG019004	997
AMISG019005	1137
AMISG019006	804
AMISG019007	437
AMISG019008	851
AMISG019009	786
AMISG019010	1238
AMISG019011	649
AMISG019012	781
AMISG019013	1089
AMISG019014	1965
AMISG019015	1293
AMISG019016	1560
AMISG019017	1096
AMISG019018	1522
AMISG019019	1458
AMISG019020	1242
AMISG019021	1101
AMISG019022	1218
AMISG019023	939
AMISG019024	17955.5
AMISG019025	1833
AMISG019026	1264
AMISG019027	722
AMISG019028	1192
AMISG019029	2119
AMISG019030	3506
AMISG019031	1117
AMISG019032	3463
AMISG019033	3660.5
AMISG019034	5059
AMISG019035	1411
AMISG019036	1107
AMISG019037	2302
AMISG019038	2216
AMISG019039	2455
AMISG019040	1013
AMISG019041	462
AMISG019042	1220
AMISG019043	1302
AMISG019044	1404
AMISG019045	1379
AMISG019046	704
AMISG019047	2725.5
AMISG019048	1654
AMISG019049	553
AMISG019050	1390
AMISG019051	1367
AMISG019052	1432
AMISG019053	1535
AMISG019054	1615
AMISG019055	2647
AMISG019056	998
AMISG019057	2665
AMISG019058	1343
AMISG019059	550
AMISG019060	1856
AMISG019061	518
AMISG019062	1328.5
AMISG019063	4216
AMISG019064	1707
AMISG019065	745
AMISG019066	897
AMISG019067	841
AMISG019068	5984.5
AMISG019069	3218
AMISG019070	1555
AMISG019071	587
AMISG019072	837
AMISG019073	780
AMISG019074	3895
AMISG019075	1625.5
AMISG019076	921
AMISG019077	1618
AMISG019078	1235
AMISG019079	1602
AMISG019080	1811
AMISG019081	639.5
AMISG019082	902
AMISG019083	1845.5
AMISG019084	1548
AMISG019085	954
AMISG019086	641
AMISG019087	498
AMISG019088	949.5
AMISG019089	6125.5
AMISG019090	509
AMISG019091	1079
AMISG019092	2066
AMISG019093	876
AMISG019094	3938
AMISG019095	1585
AMISG019096	1127
AMISG019097	2648
AMISG019098	1840
AMISG019099	691
AMISG019100	712
AMISG019101	2581
AMISG019102	899
AMISG019103	2320
AMISG019104	4665
AMISG019105	1817
AMISG019106	1591.5
AMISG019107	1663.5
AMISG019108	818
AMISG019109	1707
AMISG019110	1825
AMISG019111	1388
AMISG019112	3951
AMISG019113	2038
AMISG019114	372
AMISG019115	3541.5
AMISG019116	782
AMISG019117	600
AMISG019118	2225.5
AMISG019119	1042
AMISG019120	998
AMISG019121	1095
AMISG019122	2375
AMISG019123	1019
AMISG019124	2066.5
AMISG019125	569
AMISG019126	696
AMISG019127	25626
AMISG019128	652
AMISG019129	1092
AMISG019130	798
AMISG019131	1210
AMISG019132	1801
AMISG019133	1800
AMISG019134	1171.5
AMISG019135	857
AMISG019136	2243.5
AMISG019137	2032
AMISG019138	1573
AMISG019139	1608
AMISG019140	1699
AMISG019141	659.5
AMISG019142	2817
AMISG019143	2687.5
AMISG019144	1340
AMISG019145	1044
AMISG019146	2103
AMISG019147	1200
AMISG019148	1469
AMISG019149	1898
AMISG019150	764
AMISG019151	1106.5
AMISG019152	4818
AMISG019153	2115.5
AMISG019154	1697.5
AMISG019155	2223
AMISG019156	3242
AMISG019157	1309
AMISG019158	1764
AMISG019159	1429
AMISG019160	772
AMISG019161	2716
AMISG019162	2080
AMISG019163	969
AMISG019164	1125
AMISG019165	559
AMISG019166	1686
AMISG019167	806
AMISG019168	936
AMISG019169	435
AMISG019170	1057.5
AMISG019171	2563
AMISG019172	607
AMISG019173	578
AMISG019174	1987.5
AMISG019175	2266
AMISG019176	1221
AMISG019177	5666
AMISG019178	777
AMISG019179	828
AMISG019180	2547
AMISG019181	1074
AMISG019182	1144
AMISG019183	2181
AMISG019184	2807
AMISG019185	1254
AMISG019186	2391
AMISG019187	1195
AMISG019188	1179
AMISG019189	1855
AMISG019190	451
AMISG019191	1608
AMISG019192	1011.5
AMISG019193	1329
AMISG019194	390
AMISG019195	1175
AMISG019196	2366
AMISG019197	1128.5
AMISG019198	881
AMISG019199	1345
AMISG019200	973
AMISG019201	1263
AMISG019202	1016
AMISG019203	722
AMISG019204	4270.5
AMISG019205	1264
AMISG019206	2481
AMISG019207	1091
AMISG019208	859
AMISG019209	1300
AMISG019210	883
AMISG019211	987
AMISG019212	877
AMISG019213	2532
AMISG019214	2101
AMISG019215	1511
AMISG019216	1948
AMISG019217	1714
AMISG019218	3761
AMISG019219	1531
AMISG019220	1575.5
AMISG019221	1564
AMISG019222	6602.5
AMISG019223	2991
AMISG019224	5144
AMISG019225	1243
AMISG019226	2466
AMISG019227	1330
AMISG019228	980
AMISG019229	1095
AMISG019230	1642
AMISG019231	817
AMISG019232	2625
AMISG019233	627
AMISG019234	3103
AMISG019235	1365
AMISG019236	1702
AMISG019237	1357
AMISG019238	504
AMISG019239	784
AMISG019240	4654
AMISG019241	1053
AMISG019242	503
AMISG019243	1457
AMISG019244	1172
AMISG019245	2964.5
AMISG019246	2590
AMISG019247	2608
AMISG019248	4805.5
AMISG019249	4068
AMISG019250	2310
AMISG019251	988
AMISG019252	507
AMISG019253	1086
AMISG019254	593
AMISG019255	415.5
AMISG019256	960
AMISG019257	1199
AMISG019258	912
AMISG019259	2807.5
AMISG019260	2647
AMISG019261	7182
AMISG019262	1901
AMISG019263	2696
AMISG019264	1480
AMISG019265	1612
AMISG019266	1818.5
AMISG019267	1804
AMISG019268	4354
AMISG019269	3405
AMISG019270	1839
AMISG019271	2888
AMISG019272	646
AMISG019273	603
AMISG019274	3136
AMISG019275	1610
AMISG019276	1108.5
AMISG019277	1387
AMISG019278	2857
AMISG019279	2491
AMISG019280	1422
AMISG019281	1096
AMISG019282	768
AMISG019283	893
AMISG019284	2765
AMISG019285	1295
AMISG019286	1148
AMISG019287	1398
AMISG019288	1085
AMISG019289	1283
AMISG019290	1215
AMISG019291	1075
AMISG019292	1222
AMISG019293	1151
AMISG019294	4657
AMISG019295	671
AMISG019296	1852
AMISG019297	2622
AMISG019298	915
AMISG019299	663.5
AMISG019300	1587
AMISG019301	1918
AMISG019302	1897
AMISG019303	2873.5
AMISG019304	2089
AMISG019305	2044
AMISG019306	1817
AMISG019307	1641.5
AMISG019308	457
AMISG019309	1431
AMISG019310	870
AMISG019311	1894
AMISG019312	1832
AMISG019313	741
AMISG019314	1539
AMISG019315	1628
AMISG019316	3787
AMISG019317	1007
AMISG019318	1002
AMISG019319	838
AMISG019320	649
AMISG019321	3256
AMISG019322	1451
AMISG019323	747
AMISG019324	2235
AMISG019325	3018
AMISG019326	2421
AMISG019327	955.5
AMISG019328	1059
AMISG019329	2695
AMISG019330	3960.5
AMISG019331	1792.5
AMISG019332	1085
AMISG019333	1201
AMISG019334	1485
AMISG019335	740
AMISG019336	712
AMISG019337	970
AMISG019338	558
AMISG019339	1356
AMISG019340	740
AMISG019341	1456
AMISG019342	2614
AMISG019343	1087
AMISG019344	4883.5
AMISG019345	1262
AMISG019346	2269
AMISG019347	2814
AMISG019348	1219.5
AMISG019349	5520.5
AMISG019350	1979
AMISG019351	933
AMISG019352	1179
AMISG019353	548
AMISG019354	1727
AMISG019355	1870
AMISG019356	1405
AMISG019357	4305
AMISG019358	972
AMISG019359	4603
AMISG019360	3026
AMISG019361	2616
AMISG019362	2205
AMISG019363	1023
AMISG019364	2857.5
AMISG019365	908.5
AMISG019366	2269
AMISG019367	1482
AMISG019368	2878
AMISG019369	1313
AMISG019370	823
AMISG019371	980
AMISG019372	820.5
AMISG019373	597
AMISG019374	964.5
AMISG019375	5502
AMISG019376	2922
AMISG019377	702
AMISG019378	1423
AMISG019379	1261
AMISG019380	2572.5
AMISG019381	2189
AMISG019382	2047
AMISG019383	483
AMISG019384	4748
AMISG019385	915
AMISG019386	686
AMISG019387	3273
AMISG019388	1961
AMISG019389	918.5
AMISG019390	576
AMISG019391	1698
AMISG019392	1940.5
AMISG019393	1331.5
AMISG019394	822
AMISG019395	2057.5
AMISG019396	885
AMISG019397	872
AMISG019398	607
AMISG019399	2472
AMISG019400	1903
AMISG019401	998
AMISG019402	1066.5
AMISG019403	1041
AMISG019404	1427
AMISG019405	908
AMISG019406	617
AMISG019407	1478
AMISG019408	978
AMISG019409	2320
AMISG019410	1091
AMISG019411	1240
AMISG019412	1458
AMISG019413	917
AMISG019414	1986
AMISG019415	5345
AMISG019416	579
AMISG019417	1291
AMISG019418	901
AMISG019419	672
AMISG019420	1599
AMISG019421	4009
AMISG019422	1822
AMISG019423	1450
AMISG019424	2569
AMISG019425	1158
AMISG019426	2737
AMISG019427	1170
AMISG019428	2062
AMISG019429	564
AMISG019430	3280.5
AMISG019431	776
AMISG019432	1399
AMISG019433	504
AMISG019434	2664
AMISG019435	2302
AMISG019436	616.5
AMISG019437	937
AMISG019438	436
AMISG019439	1157
AMISG019440	2184
AMISG019441	2418
AMISG019442	805
AMISG019443	1284
AMISG019444	1551
AMISG019445	4209.5
AMISG019446	1946
AMISG019447	881.5
AMISG019448	733
AMISG019449	866.5
AMISG019450	1281
AMISG019451	1256.5
AMISG019452	739
AMISG019453	1672
AMISG019454	2332
AMISG019455	2267
AMISG019456	2245
AMISG019457	884
AMISG019458	1280
AMISG019459	1072
AMISG019460	2056.5
AMISG019461	2280
AMISG019462	1795
AMISG019463	481
AMISG019464	1666
AMISG019465	705
AMISG019466	1036
AMISG019467	1035.5
AMISG019468	941
AMISG019469	1047
AMISG019470	333
AMISG019471	461
AMISG019472	1961
AMISG019473	653
AMISG019474	1418
AMISG019475	1260
AMISG019476	1244
AMISG019477	1589.5
AMISG019478	486
AMISG019479	1521
AMISG019480	2492.5
AMISG019481	3138
AMISG019482	2116
AMISG019483	2511
AMISG019484	1172
AMISG019485	957
AMISG019486	846
AMISG019487	1631
AMISG019488	1162
AMISG019489	1328
AMISG019490	511
AMISG019491	1820
AMISG019492	2125
AMISG019493	2441.5
AMISG019494	2569.5
AMISG019495	2781.5
AMISG019496	656
AMISG019497	1268
AMISG019498	927
AMISG019499	1321
AMISG019500	838
AMISG019501	3047
AMISG019502	1147
AMISG019503	1122
AMISG019504	1477.5
AMISG019505	698
AMISG019506	1518
AMISG019507	1054
AMISG019508	5446.5
AMISG019509	1911.5
AMISG019510	1771.5
AMISG019511	2862
AMISG019512	968
AMISG019513	2379
AMISG019514	1852
AMISG019515	1022
AMISG019516	995.5
AMISG019517	2855
AMISG019518	2972
AMISG019519	1598
AMISG019520	590
AMISG019521	3689
AMISG019522	1708
AMISG019523	3550
AMISG019524	1034
AMISG019525	3363
AMISG019526	461
AMISG019527	981
AMISG019528	1564
AMISG019529	1451
AMISG019530	1666
AMISG019531	768
AMISG019532	4269
AMISG019533	1852.5
AMISG019534	2256
AMISG019535	2473
AMISG019536	2291
AMISG019537	1032
AMISG019538	4590
AMISG019539	827
AMISG019540	1408
AMISG019541	807
AMISG019542	2174
AMISG019543	1296
AMISG019544	1066
AMISG019545	610
AMISG019546	2767
AMISG019547	1520
AMISG019548	1786
AMISG019549	524
AMISG019550	1870
AMISG019551	1921
AMISG019552	775
AMISG019553	1922
AMISG019554	933
AMISG019555	957
AMISG019556	3327
AMISG019557	2551
AMISG019558	1115
AMISG019559	2640
AMISG019560	1456
AMISG019561	2580
AMISG019562	604
AMISG019563	1061
AMISG019564	1306
AMISG019565	1937
AMISG019566	1328
AMISG019567	1448.5
AMISG019568	836
AMISG019569	846
AMISG019570	2059
AMISG019571	1657
AMISG019572	717
AMISG019573	887
AMISG019574	935
AMISG019575	1561
AMISG019576	1347.5
AMISG019577	1571
AMISG019578	1189
AMISG019579	1771
AMISG019580	12169
AMISG019581	2095
AMISG019582	1139
AMISG019583	3781
AMISG019584	3835
AMISG019585	1487
AMISG019586	4034
AMISG019587	2285
AMISG019588	1836
AMISG019589	1619
AMISG019590	1675
AMISG019591	1846
AMISG019592	672.5
AMISG019593	1206
AMISG019594	1962
AMISG019595	1165
AMISG019596	620
AMISG019597	3310
AMISG019598	1285
AMISG019599	1382
AMISG019600	1407
AMISG019601	482
AMISG019602	731
AMISG019603	1670
AMISG019604	638
AMISG019605	1019
AMISG019606	950
AMISG019607	2602
AMISG019608	1979
AMISG019609	669
AMISG019610	2876
AMISG019611	859
AMISG019612	2567
AMISG019613	534
AMISG019614	1342
AMISG019615	1078
AMISG019616	1072
AMISG019617	1695.5
AMISG019618	3458
AMISG019619	695
AMISG019620	689
AMISG019621	1174
AMISG019622	601
AMISG019623	1549
AMISG019624	3069
AMISG019625	3421.5
AMISG019626	1122
AMISG019627	3220
AMISG019628	869
AMISG019629	6489
AMISG019630	1653
AMISG019631	1228
AMISG019632	1634
AMISG019633	1646
AMISG019634	1459
AMISG019635	1701.5
AMISG019636	2446
AMISG019637	1109
AMISG019638	2994
AMISG019639	1666
AMISG019640	3807
AMISG019641	1080
AMISG019642	1581
AMISG019643	436
AMISG019644	1387
AMISG019645	1583
AMISG019646	2417.5
AMISG019647	2925
AMISG019648	14994.5
AMISG019649	3172
AMISG019650	824
AMISG019651	894
AMISG019652	928.5
AMISG019653	1012
AMISG019654	925
AMISG019655	2630.5
AMISG019656	911.5
AMISG019657	1473
AMISG019658	2720
AMISG019659	2980
AMISG019660	3552.5
AMISG019661	2194
AMISG019662	1683
AMISG019663	3456
AMISG019664	1218
AMISG019665	1580
AMISG019666	1127
AMISG019667	3522
AMISG019668	2912
AMISG019669	2620
AMISG019670	1779
AMISG019671	1834.5
AMISG019672	3159
AMISG019673	1681
AMISG019674	2053
AMISG019675	1111
AMISG019676	3606
AMISG019677	1336
AMISG019678	1814
AMISG019679	1774
AMISG019680	5535.5
AMISG019681	1264.5
AMISG019682	1237
AMISG019683	1828
AMISG019684	3368
AMISG019685	1573
AMISG019686	2293
AMISG019687	1915
AMISG019688	1427
AMISG019689	1180
AMISG019690	754.5
AMISG019691	625
AMISG019692	1201
AMISG019693	1097
AMISG019694	1546
AMISG019695	919
AMISG019696	1933
AMISG019697	2004
AMISG019698	1539
AMISG019699	6736
AMISG019700	1637
AMISG019701	2219
AMISG019702	1162
AMISG019703	3980
AMISG019704	1489
AMISG019705	788
AMISG019706	1775
AMISG019707	1272
AMISG019708	803
AMISG019709	2432
AMISG019710	1087
AMISG019711	748
AMISG019712	2107
AMISG019713	884
AMISG019714	809
AMISG019715	1537
AMISG019716	956
AMISG019717	2522
AMISG019718	1497
AMISG019719	1070
AMISG019720	801
AMISG019721	1033
AMISG019722	1176
AMISG019723	983
AMISG019724	1256
AMISG019725	710
AMISG019726	618
AMISG019727	1693
AMISG019728	1917
AMISG019729	1142
AMISG019730	4349
AMISG019731	1746
AMISG019732	1478
AMISG019733	626
AMISG019734	671
AMISG019735	1247
AMISG019736	5298
AMISG019737	620
AMISG019738	2623
AMISG019739	2521
AMISG019740	1565
AMISG019741	2520
AMISG019742	2895
AMISG019743	755
AMISG019744	569
AMISG019745	1109.5
AMISG019746	1976
AMISG019747	1522
AMISG019748	1313
AMISG019749	1696
AMISG019750	4408
AMISG019751	886
AMISG019752	1667.5
AMISG019753	428
AMISG019754	1080
AMISG019755	434
AMISG019756	2716
AMISG019757	1241
AMISG019758	984
AMISG019759	623
AMISG019760	2714
AMISG019761	5028.5
AMISG019762	2194.5
AMISG019763	2729
AMISG019764	788
AMISG019765	2860
AMISG019766	1465
AMISG019767	1624.5
AMISG019768	1295
AMISG019769	3093
AMISG019770	714
AMISG019771	1791
AMISG019772	2837
AMISG019773	1300
AMISG019774	546
AMISG019775	989
AMISG019776	1928
AMISG019777	2601
AMISG019778	2444
AMISG019779	1472
AMISG019780	2292
AMISG019781	2299
AMISG019782	1327
AMISG019783	2808.5
AMISG019784	2278
AMISG019785	371
AMISG019786	1676
AMISG019787	2211
AMISG019788	1032
AMISG019789	2199
AMISG019790	1800
AMISG019791	1452
AMISG019792	922
AMISG019793	745
AMISG019794	1914
AMISG019795	530
AMISG019796	1933.5
AMISG019797	1701
AMISG019798	1454
AMISG019799	1014
AMISG019800	2067
AMISG019801	1437
AMISG019802	2452
AMISG019803	2685
AMISG019804	552
AMISG019805	2076
AMISG019806	1082.5
AMISG019807	3384
AMISG019808	2076
AMISG019809	2419
AMISG019810	1030
AMISG019811	1711
AMISG019812	2323
AMISG019813	4957
AMISG019814	3735
AMISG019815	3123
AMISG019816	4081
AMISG019817	1098
AMISG019818	3263
AMISG019819	3536
AMISG019820	2836
AMISG019821	1958
AMISG019822	546
AMISG019823	832
AMISG019824	2540
AMISG019825	400
AMISG019826	2616
AMISG019827	2845
AMISG019828	882
AMISG019829	2114.5
AMISG019830	934
AMISG019831	844
AMISG019832	1695.5
AMISG019833	1476
AMISG019834	1277
AMISG019835	2298
AMISG019836	3335.5
AMISG019837	3712
AMISG019838	1049
AMISG019839	1600
AMISG019840	3662
AMISG019841	1641
AMISG019842	1979.5
AMISG019843	1859
AMISG019844	1469
AMISG019845	5692.5
AMISG019846	2065.5
AMISG019847	1480
AMISG019848	572
AMISG019849	4145
AMISG019850	2382
AMISG019851	851
AMISG019852	1023
AMISG019853	3150
AMISG019854	1793
AMISG019855	2037
AMISG019856	5094
AMISG019857	1800
AMISG019858	1452
AMISG019859	1404
AMISG019860	1708
AMISG019861	2235
AMISG019862	6329
AMISG019863	2297
AMISG019864	1673.5
AMISG019865	574
AMISG019866	1812
AMISG019867	1796
AMISG019868	467
AMISG019869	3501
AMISG019870	3480
AMISG019871	2993
AMISG019872	2863.5
AMISG019873	2207
AMISG019874	696
AMISG019875	1569
AMISG019876	1573.5
AMISG019877	1254
AMISG019878	2201.5
AMISG019879	2002
AMISG019880	4395
AMISG019881	1720
AMISG019882	1230
AMISG019883	737
AMISG019884	607
AMISG019885	1609
AMISG019886	1396
AMISG019887	1138
AMISG019888	780
AMISG019889	1588.5
AMISG019890	1635
AMISG019891	1648
AMISG019892	2300
AMISG019893	910
AMISG019894	2969
AMISG019895	1752
AMISG019896	1712
AMISG019897	3066
AMISG019898	899
AMISG019899	1674
AMISG019900	1408
AMISG019901	2627
AMISG019902	2623
AMISG019903	1903
AMISG019904	2093.5
AMISG019905	1869
AMISG019906	2062
AMISG019907	2339
AMISG019908	761
AMISG019909	432
AMISG019910	1471
AMISG019911	4160
AMISG019912	554
AMISG019913	379
AMISG019914	1668
AMISG019915	496
AMISG019916	1610
AMISG019917	935
AMISG019918	1821
AMISG019919	1261
AMISG019920	786.5
AMISG019921	2406
AMISG019922	1857
AMISG019923	889
AMISG019924	784
AMISG019925	714
AMISG019926	1628
AMISG019927	1560
AMISG019928	641
AMISG019929	825
AMISG019930	673
AMISG019931	501.5
AMISG019932	4522
AMISG019933	1891.5
AMISG019934	589
AMISG019935	765.5
AMISG019936	1897
AMISG019937	655
AMISG019938	666
AMISG019939	2761
AMISG019940	898
AMISG019941	2007
AMISG019942	1781
AMISG019943	2286
AMISG019944	1664
AMISG019945	7018
AMISG019946	1552
AMISG019947	1180.5
AMISG019948	2348
AMISG019949	1966
AMISG019950	1205
AMISG019951	1807
AMISG019952	1617.5
AMISG019953	2066
AMISG019954	2389
AMISG019955	2921
AMISG019956	571
AMISG019957	3506
AMISG019958	837
AMISG019959	1715
AMISG019960	804
AMISG019961	599.5
AMISG019962	3791
AMISG019963	4192
AMISG019964	544
AMISG019965	3630
AMISG019966	405
AMISG019967	1273
AMISG019968	1060
AMISG019969	698.5
AMISG019970	2152
AMISG019971	4027
AMISG019972	1035
AMISG019973	625
AMISG019974	1285
AMISG019975	6861
AMISG019976	1104
AMISG019977	867
AMISG019978	1875
AMISG019979	1860
AMISG019980	1596
AMISG019981	1668
AMISG019982	1689
AMISG019983	404
AMISG019984	2280.5
AMISG019985	1247.5
AMISG019986	1514
AMISG019987	3881
AMISG019988	2784
AMISG019989	4632
AMISG019990	1377
AMISG019991	980.5
AMISG019992	957
AMISG019993	1694
AMISG019994	1447.5
AMISG019995	1023
AMISG019996	2547
AMISG019997	2707
AMISG019998	3855.5
AMISG019999	2931
AMISG020000	2053.5
AMISG020001	1415
AMISG020002	1735
AMISG020003	1708
AMISG020004	2247
AMISG020005	2481
AMISG020006	3339
AMISG020007	2955.5
AMISG020008	924
AMISG020009	2052
AMISG020010	2017
AMISG020011	2847
AMISG020012	1831
AMISG020013	1747
AMISG020014	1860.5
AMISG020015	4575
AMISG020016	3343.5
AMISG020017	1746
AMISG020018	2055
AMISG020019	4009
AMISG020020	3768
AMISG020021	2884
AMISG020022	1234
AMISG020023	2415
AMISG020024	1952.5
AMISG020025	2003.5
AMISG020026	1844
AMISG020027	3654
AMISG020028	1111
AMISG020029	1032
AMISG020030	1221
AMISG020031	1023
AMISG020032	4093
AMISG020033	1095
AMISG020034	1875.5
AMISG020035	524
AMISG020036	691
AMISG020037	1387
AMISG020038	981
AMISG020039	529.5
AMISG020040	1712
AMISG020041	1542
AMISG020042	2217
AMISG020043	3692
AMISG020044	3874
AMISG020045	1597
AMISG020046	1482
AMISG020047	1303
AMISG020048	1232
AMISG020049	1036
AMISG020050	639
AMISG020051	825
AMISG020052	1038
AMISG020053	1145
AMISG020054	571
AMISG020055	1445
AMISG020056	1091
AMISG020057	1280
AMISG020058	349
AMISG020059	1089
AMISG020060	941.5
AMISG020061	549
AMISG020062	2439
AMISG020063	1940
AMISG020064	1525
AMISG020065	921
AMISG020066	1142
AMISG020067	1639
AMISG020068	979
AMISG020069	1933
